MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
202001040000,강남구,0.065,0.002,1.1,0.004,57.0,43.0
202001040100,강남구,0.064,0.002,1.2,0.004,60.0,45.0
202001040200,강남구,0.061,0.002,1.2,0.003,58.0,42.0
202001040300,강남구,0.056,0.002,1.1,0.003,54.0,39.0
202001040400,강남구,0.053,0.002,1.1,0.003,53.0,39.0
202001040500,강남구,0.049,0.002,1.1,0.003,54.0,41.0
202001040600,강남구,0.052,0.002,1.1,0.003,49.0,39.0
202001040700,강남구,0.049,0.002,1.1,0.003,54.0,40.0
202001040800,강남구,0.053,0.002,1.1,0.004,54.0,41.0
202001040900,강남구,0.058,0.003,1.2,0.004,63.0,44.0
202001041000,강남구,0.056,0.003,1.1,0.004,77.0,46.0
202001041100,강남구,0.058,0.004,1.1,0.004,76.0,50.0
202001041200,강남구,0.056,0.007,1.1,0.005,68.0,50.0
202001041300,강남구,0.05,0.01,1.0,0.005,72.0,51.0
202001041400,강남구,0.035,0.019,0.8,0.004,60.0,46.0
202001041500,강남구,0.029,0.025,0.7,0.004,50.0,39.0
202001041600,강남구,0.023,0.032,0.6,0.004,41.0,28.0
202001041700,강남구,0.029,0.026,0.6,0.004,42.0,31.0
202001041800,강남구,0.03,0.025,0.7,0.004,42.0,32.0
202001041900,강남구,0.033,0.022,0.7,0.004,42.0,34.0
202001042000,강남구,0.027,0.028,0.6,0.005,40.0,32.0
202001042100,강남구,0.027,0.027,0.7,0.005,38.0,31.0
202001042200,강남구,0.035,0.021,0.7,0.005,39.0,31.0
202001042300,강남구,0.042,0.014,0.8,0.005,44.0,33.0
202001040000,강동구,0.069,0.002,1.1,0.004,75.0,52.0
202001040100,강동구,0.056,0.002,1.0,0.003,67.0,48.0
202001040200,강동구,0.061,0.002,1.2,0.003,67.0,51.0
202001040300,강동구,0.054,0.002,1.1,0.003,72.0,54.0
202001040400,강동구,0.049,0.002,1.0,0.003,63.0,50.0
202001040500,강동구,0.047,0.002,1.0,0.003,63.0,49.0
202001040600,강동구,0.049,0.002,1.0,0.003,60.0,47.0
202001040700,강동구,0.049,0.002,1.0,0.003,63.0,48.0
202001040800,강동구,0.051,0.002,1.0,0.004,63.0,48.0
202001040900,강동구,0.051,0.003,1.0,0.003,68.0,50.0
202001041000,강동구,0.056,0.003,1.1,0.004,69.0,49.0
202001041100,강동구,0.052,0.004,1.0,0.004,80.0,54.0
202001041200,강동구,0.052,0.006,1.0,0.004,88.0,62.0
202001041300,강동구,0.05,0.009,0.9,0.005,89.0,65.0
202001041400,강동구,0.041,0.015,0.8,0.004,81.0,59.0
202001041500,강동구,0.02,0.027,0.6,0.004,55.0,38.0
202001041600,강동구,0.017,0.03,0.6,0.005,45.0,33.0
202001041700,강동구,0.024,0.025,0.6,0.004,50.0,36.0
202001041800,강동구,0.032,0.02,0.7,0.004,51.0,38.0
202001041900,강동구,0.03,0.022,0.6,0.003,51.0,38.0
202001042000,강동구,0.032,0.02,0.7,0.004,49.0,37.0
202001042100,강동구,0.044,0.013,0.7,0.004,50.0,40.0
202001042200,강동구,0.053,0.006,0.8,0.004,50.0,39.0
202001042300,강동구,0.063,0.002,1.0,0.003,59.0,46.0
202001040000,강북구,0.035,0.016,0.8,0.003,52.0,38.0
202001040100,강북구,0.03,0.02,0.7,0.003,53.0,39.0
202001040200,강북구,0.033,0.015,0.6,0.002,46.0,33.0
202001040300,강북구,0.036,0.013,0.7,0.002,45.0,30.0
202001040400,강북구,0.044,0.006,0.8,0.002,48.0,34.0
202001040500,강북구,0.048,0.003,0.8,0.002,48.0,34.0
202001040600,강북구,0.05,0.002,0.8,0.003,45.0,32.0
202001040700,강북구,0.049,0.002,0.9,0.003,54.0,38.0
202001040800,강북구,0.052,0.002,1.1,0.003,57.0,39.0
202001040900,강북구,0.055,0.003,1.1,0.003,61.0,43.0
202001041000,강북구,0.053,0.004,1.1,0.003,64.0,45.0
202001041100,강북구,0.059,0.005,1.3,0.004,75.0,52.0
202001041200,강북구,0.063,0.006,1.4,0.005,95.0,67.0
202001041300,강북구,0.036,0.025,0.8,0.005,90.0,59.0
202001041400,강북구,0.025,0.033,0.6,0.005,49.0,34.0
202001041500,강북구,0.026,0.034,0.6,0.005,47.0,31.0
202001041600,강북구,0.027,0.033,0.6,0.005,52.0,36.0
202001041700,강북구,0.027,0.032,0.6,0.004,55.0,41.0
202001041800,강북구,0.027,0.032,0.6,0.004,48.0,34.0
202001041900,강북구,0.027,0.033,0.6,0.004,50.0,38.0
202001042000,강북구,0.035,0.025,0.7,0.004,48.0,35.0
202001042100,강북구,0.051,0.009,0.8,0.004,51.0,40.0
202001042200,강북구,0.029,0.024,0.7,0.003,50.0,38.0
202001042300,강북구,0.037,0.018,0.7,0.004,42.0,29.0
202001040000,강서구,0.074,0.002,1.6,0.011,81.0,44.0
202001040100,강서구,0.072,0.002,1.6,0.01,91.0,41.0
202001040200,강서구,0.068,0.002,1.5,0.007,77.0,42.0
202001040300,강서구,0.068,0.002,1.4,0.008,86.0,43.0
202001040400,강서구,0.069,0.002,1.4,0.006,81.0,44.0
202001040500,강서구,0.07,0.002,1.6,0.006,89.0,42.0
202001040600,강서구,0.062,0.002,1.1,0.006,80.0,45.0
202001040700,강서구,0.063,0.002,1.2,0.006,83.0,46.0
202001040800,강서구,0.068,0.002,1.4,0.006,80.0,46.0
202001040900,강서구,0.068,0.002,1.5,0.005,82.0,44.0
202001041000,강서구,0.069,0.002,1.5,0.005,79.0,44.0
202001041100,강서구,0.066,0.004,1.3,0.006,86.0,47.0
202001041200,강서구,0.064,0.006,1.1,0.006,81.0,47.0
202001041300,강서구,0.045,0.014,0.9,0.005,92.0,48.0
202001041400,강서구,0.022,0.029,0.6,0.005,58.0,34.0
202001041500,강서구,0.017,0.033,0.5,0.004,49.0,26.0
202001041600,강서구,0.017,0.034,0.5,0.005,36.0,20.0
202001041700,강서구,0.018,0.034,0.6,0.006,44.0,25.0
202001041800,강서구,0.032,0.024,0.7,0.01,50.0,30.0
202001041900,강서구,0.049,0.009,0.8,0.008,58.0,34.0
202001042000,강서구,0.051,0.007,0.7,0.007,59.0,34.0
202001042100,강서구,0.03,0.023,0.6,0.006,58.0,32.0
202001042200,강서구,0.031,0.02,0.6,0.006,50.0,30.0
202001042300,강서구,0.033,0.019,0.7,0.006,55.0,33.0
202001040000,관악구,0.069,0.001,1.3,0.005,67.0,42.0
202001040100,관악구,0.069,0.001,1.3,0.004,74.0,48.0
202001040200,관악구,0.069,0.001,1.2,0.004,63.0,40.0
202001040300,관악구,0.063,0.001,1.1,0.004,58.0,38.0
202001040400,관악구,0.063,0.001,1.1,0.004,52.0,34.0
202001040500,관악구,0.066,0.001,1.2,0.004,55.0,38.0
202001040600,관악구,0.061,0.001,1.2,0.004,52.0,34.0
202001040700,관악구,0.066,0.001,1.2,0.004,54.0,37.0
202001040800,관악구,0.066,0.001,1.3,0.004,53.0,37.0
202001040900,관악구,0.064,0.001,1.2,0.004,58.0,39.0
202001041000,관악구,0.068,0.002,1.4,0.005,64.0,42.0
202001041100,관악구,0.073,0.002,1.5,0.005,73.0,48.0
202001041200,관악구,0.062,0.004,1.2,0.005,74.0,49.0
202001041300,관악구,0.05,0.009,1.0,0.005,75.0,49.0
202001041400,관악구,0.031,0.02,0.7,0.004,59.0,39.0
202001041500,관악구,0.023,0.025,0.5,0.004,46.0,29.0
202001041600,관악구,0.02,0.028,0.5,0.004,39.0,23.0
202001041700,관악구,0.024,0.027,0.6,0.004,40.0,24.0
202001041800,관악구,0.032,0.022,0.6,0.004,42.0,27.0
202001041900,관악구,0.038,0.017,0.7,0.004,43.0,31.0
202001042000,관악구,0.042,0.014,0.8,0.005,47.0,31.0
202001042100,관악구,0.035,0.019,0.7,0.005,44.0,30.0
202001042200,관악구,0.051,0.009,0.8,0.005,46.0,29.0
202001042300,관악구,0.05,0.008,0.8,0.005,49.0,33.0
202001040000,광진구,0.053,0.001,1.2,0.003,62.0,32.0
202001040100,광진구,0.051,0.001,1.2,0.003,65.0,37.0
202001040200,광진구,0.047,0.001,1.1,0.003,57.0,33.0
202001040300,광진구,0.044,0.001,1.1,0.003,53.0,31.0
202001040400,광진구,0.044,0.001,1.2,0.003,55.0,31.0
202001040500,광진구,0.044,0.001,1.2,0.003,51.0,29.0
202001040600,광진구,0.042,0.001,1.1,0.003,54.0,33.0
202001040700,광진구,0.044,0.001,1.1,0.003,55.0,32.0
202001040800,광진구,0.046,0.001,1.2,0.003,62.0,36.0
202001040900,광진구,0.049,0.001,1.2,0.003,65.0,35.0
202001041000,광진구,0.045,0.003,1.1,0.003,65.0,32.0
202001041100,광진구,0.043,0.005,1.0,0.004,73.0,38.0
202001041200,광진구,0.042,0.007,1.0,0.004,78.0,41.0
202001041300,광진구,0.047,0.007,1.1,0.004,80.0,45.0
202001041400,광진구,0.023,0.023,0.8,0.004,43.0,21.0
