MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
202007140600,강남구,0.01,0.025,0.3,0.002,3.0,1.0
202007140500,강남구,0.005,0.028,0.2,0.002,3.0,3.0
202007140400,강남구,0.006,0.028,0.2,0.002,3.0,1.0
202007140300,강남구,0.005,0.03,0.3,0.002,3.0,2.0
202007140200,강남구,0.005,0.03,0.2,0.002,3.0,2.0
202007140100,강남구,0.009,0.025,0.3,0.002,3.0,2.0
202007140000,강남구,0.011,0.024,0.3,0.002,3.0,2.0
202007141400,강남구,0.011,0.027,0.3,0.002,4.0,1.0
202007141300,강남구,0.01,0.026,0.3,0.002,6.0,5.0
202007141200,강남구,0.012,0.024,0.3,0.002,6.0,1.0
202007141100,강남구,0.012,0.023,0.3,0.002,6.0,1.0
202007141000,강남구,0.013,0.021,0.3,0.002,3.0,1.0
202007140900,강남구,0.017,0.019,0.3,0.002,3.0,1.0
202007140800,강남구,0.019,0.017,0.3,0.002,3.0,1.0
202007140700,강남구,0.017,0.019,0.3,0.002,3.0,2.0
202007142100,강남구,0.015,0.016,0.3,0.002,6.0,5.0
202007142000,강남구,0.015,0.016,0.3,0.003,9.0,7.0
202007141900,강남구,0.019,0.016,0.4,0.002,5.0,5.0
202007141800,강남구,0.017,0.019,0.3,0.002,8.0,5.0
202007141700,강남구,0.015,0.02,0.3,0.002,7.0,3.0
202007141600,강남구,0.014,0.022,0.3,0.002,6.0,2.0
202007141500,강남구,0.014,0.025,0.3,0.002,6.0,3.0
202007142300,강남구,0.016,0.013,0.3,0.002,5.0,4.0
202007142200,강남구,0.017,0.013,0.3,0.003,8.0,5.0
202007140600,강동구,0.006,0.024,0.2,0.002,3.0,1.0
202007140500,강동구,0.005,0.025,0.2,0.002,3.0,2.0
202007140400,강동구,0.004,0.026,0.2,0.002,3.0,1.0
202007140300,강동구,0.004,0.026,0.2,0.003,3.0,1.0
202007140200,강동구,0.005,0.027,0.2,0.003,3.0,2.0
202007140100,강동구,0.006,0.024,0.2,0.003,3.0,3.0
202007140000,강동구,0.006,0.023,0.3,0.002,3.0,2.0
202007141400,강동구,0.008,0.022,0.3,0.003,5.0,1.0
202007141300,강동구,0.007,0.022,0.3,0.002,6.0,1.0
202007141200,강동구,0.006,0.023,0.3,0.002,6.0,1.0
202007141100,강동구,0.007,0.023,0.3,0.003,3.0,1.0
202007141000,강동구,0.008,0.022,0.3,0.003,4.0,1.0
202007140900,강동구,0.008,0.021,0.3,0.002,3.0,1.0
202007140800,강동구,0.008,0.022,0.2,0.002,3.0,1.0
202007140700,강동구,0.009,0.021,0.3,0.003,3.0,1.0
202007142100,강동구,0.016,0.01,0.3,0.003,11.0,5.0
202007142000,강동구,0.018,0.008,0.3,0.003,12.0,6.0
202007141900,강동구,0.015,0.012,0.3,0.003,8.0,3.0
202007141800,강동구,0.009,0.017,0.3,0.003,8.0,4.0
202007141700,강동구,0.009,0.018,0.3,0.003,5.0,1.0
202007141600,강동구,0.008,0.02,0.3,0.003,7.0,1.0
202007141500,강동구,0.008,0.021,0.3,0.003,9.0,2.0
202007142300,강동구,0.011,0.015,0.3,0.003,8.0,1.0
202007142200,강동구,0.014,0.011,0.3,0.003,10.0,4.0
202007140600,강북구,0.003,0.021,0.2,0.002,6.0,2.0
202007140500,강북구,0.003,0.023,0.3,0.002,7.0,1.0
202007140400,강북구,0.002,0.024,0.2,0.002,4.0,1.0
202007140300,강북구,0.003,0.024,0.2,0.002,5.0,3.0
202007140200,강북구,0.003,0.025,0.2,0.002,3.0,1.0
202007140100,강북구,0.005,0.025,0.3,0.002,3.0,1.0
202007140000,강북구,0.004,0.026,0.2,0.002,4.0,1.0
