MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
202002060000,강남구,0.016,0.024,0.4,0.004,28.0,14.0
202002060100,강남구,0.015,0.025,0.4,0.004,33.0,14.0
202002060200,강남구,0.014,0.026,0.4,0.004,29.0,12.0
202002060300,강남구,0.015,0.024,0.4,0.005,31.0,16.0
202002060400,강남구,0.014,0.024,0.4,0.004,29.0,15.0
202002060500,강남구,0.016,0.022,0.4,0.004,32.0,15.0
202002060600,강남구,0.02,0.019,0.4,0.004,30.0,14.0
202002060700,강남구,0.031,0.01,0.5,0.005,34.0,15.0
202002060800,강남구,0.034,0.008,0.5,0.004,32.0,16.0
202002060900,강남구,0.031,0.011,0.5,0.004,34.0,19.0
202002061000,강남구,0.035,0.009,0.6,0.004,33.0,19.0
202002061100,강남구,0.038,0.009,0.6,0.004,36.0,17.0
202002061200,강남구,0.038,0.011,0.6,0.004,36.0,19.0
202002061300,강남구,0.036,0.013,0.6,0.004,39.0,24.0
202002061400,강남구,0.037,0.015,0.6,0.004,35.0,23.0
202002061500,강남구,0.04,0.014,0.6,0.004,33.0,17.0
202002061600,강남구,0.045,0.01,0.6,0.004,34.0,17.0
202002061700,강남구,0.05,0.007,0.6,0.004,39.0,24.0
202002061800,강남구,0.056,0.003,0.7,0.004,43.0,28.0
202002061900,강남구,0.057,0.002,0.7,0.004,47.0,30.0
202002062000,강남구,0.053,0.002,0.6,0.004,37.0,24.0
202002062100,강남구,0.05,0.004,0.6,0.004,36.0,19.0
202002062200,강남구,0.051,0.003,0.6,0.004,30.0,15.0
202002062300,강남구,0.053,0.002,0.7,0.004,32.0,19.0
202002060000,강동구,0.011,0.026,0.4,0.003,36.0,19.0
202002060100,강동구,0.012,0.025,0.4,0.003,38.0,21.0
202002060200,강동구,0.011,0.024,0.4,0.003,38.0,20.0
202002060300,강동구,0.014,0.021,0.4,0.003,38.0,19.0
202002060400,강동구,0.012,0.023,0.4,0.003,38.0,19.0
202002060500,강동구,0.018,0.017,0.4,0.003,39.0,19.0
202002060600,강동구,0.023,0.014,0.4,0.003,38.0,21.0
202002060700,강동구,0.034,0.004,0.5,0.003,40.0,24.0
202002060800,강동구,0.034,0.005,0.5,0.003,41.0,25.0
202002060900,강동구,0.033,0.007,0.6,0.003,42.0,23.0
202002061000,강동구,0.026,0.012,0.5,0.003,40.0,20.0
202002061100,강동구,0.029,0.011,0.5,0.003,46.0,24.0
202002061200,강동구,0.028,0.014,0.5,0.003,51.0,29.0
202002061300,강동구,0.029,0.014,0.5,0.003,56.0,32.0
202002061400,강동구,0.029,0.016,0.5,0.003,51.0,30.0
202002061500,강동구,0.029,0.016,0.5,0.003,44.0,29.0
202002061600,강동구,0.036,0.013,0.5,0.003,46.0,29.0
202002061700,강동구,0.042,0.008,0.6,0.003,50.0,29.0
202002061800,강동구,0.049,0.004,0.6,0.003,48.0,31.0
202002061900,강동구,0.055,0.002,0.7,0.002,52.0,34.0
202002062000,강동구,0.054,0.002,0.7,0.003,55.0,32.0
202002062100,강동구,0.054,0.002,0.7,0.003,52.0,30.0
202002062200,강동구,0.054,0.002,0.7,0.003,49.0,30.0
202002062300,강동구,0.052,0.002,0.6,0.003,46.0,31.0
202002060000,강북구,0.018,0.022,0.4,0.003,39.0,16.0
202002060100,강북구,0.019,0.019,0.4,0.003,38.0,17.0
202002060200,강북구,0.025,0.015,0.4,0.002,37.0,17.0
202002060300,강북구,0.024,0.015,0.4,0.002,35.0,21.0
202002060400,강북구,0.023,0.015,0.4,0.002,36.0,17.0
202002060500,강북구,0.023,0.014,0.4,0.002,38.0,20.0
202002060600,강북구,0.026,0.013,0.4,0.002,38.0,18.0
202002060700,강북구,0.026,0.013,0.5,0.002,39.0,18.0
202002060800,강북구,0.027,0.012,0.5,0.002,40.0,20.0
202002060900,강북구,0.033,0.01,0.5,0.003,41.0,17.0
202002061000,강북구,0.031,0.013,0.5,0.003,48.0,23.0
202002061100,강북구,0.029,0.015,0.5,0.003,51.0,27.0
202002061200,강북구,0.03,0.016,0.5,0.003,46.0,25.0
202002061300,강북구,0.033,0.017,0.5,0.003,49.0,26.0
202002061400,강북구,0.033,0.019,0.5,0.003,45.0,24.0
202002061500,강북구,0.035,0.019,0.5,0.003,38.0,20.0
202002061600,강북구,0.042,0.014,0.6,0.003,41.0,24.0
202002061700,강북구,0.046,0.01,0.6,0.003,52.0,31.0
202002061800,강북구,0.048,0.007,0.5,0.003,56.0,34.0
202002061900,강북구,0.051,0.004,0.5,0.003,53.0,33.0
202002062000,강북구,0.049,0.005,0.6,0.003,49.0,30.0
202002062100,강북구,0.048,0.004,0.6,0.003,48.0,27.0
202002062200,강북구,0.049,0.003,0.6,0.002,44.0,27.0
202002062300,강북구,0.049,0.002,0.6,0.002,43.0,26.0
