MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201907200700,강남구,0.013,0.006,0.2,0.004,12.0,8.0
201907200600,강남구,0.012,0.007,0.2,0.005,11.0,7.0
201907200500,강남구,0.009,0.009,0.2,0.004,13.0,6.0
201907200400,강남구,0.008,0.01,0.2,0.005,10.0,6.0
201907200300,강남구,0.007,0.011,0.2,0.004,9.0,7.0
201907200200,강남구,0.008,0.012,0.2,0.003,10.0,6.0
201907200100,강남구,0.011,0.011,0.2,0.004,9.0,6.0
201907200000,강남구,0.014,0.011,0.2,0.004,12.0,8.0
201907201400,강남구,0.01,0.011,0.2,0.005,6.0,2.0
201907201300,강남구,0.008,0.011,0.2,0.005,5.0,1.0
201907201200,강남구,0.008,0.01,0.2,0.004,7.0,2.0
201907201100,강남구,0.009,0.009,0.2,0.005,4.0,2.0
201907201000,강남구,0.009,0.009,0.2,0.004,8.0,3.0
201907200900,강남구,0.008,0.009,0.2,0.005,10.0,5.0
201907200800,강남구,0.011,0.007,0.2,0.005,11.0,6.0
201907202200,강남구,0.01,0.007,0.2,0.003,8.0,5.0
201907202100,강남구,0.008,0.009,0.2,0.004,9.0,4.0
201907202000,강남구,0.011,0.009,0.2,0.004,6.0,2.0
201907201900,강남구,0.01,0.01,0.2,0.005,9.0,4.0
201907201800,강남구,0.011,0.012,0.2,0.004,7.0,3.0
201907201700,강남구,0.01,0.014,0.2,0.004,0.0,5.0
201907201600,강남구,0.009,0.014,0.2,0.004,5.0,1.0
201907201500,강남구,0.009,0.012,0.2,0.004,8.0,1.0
201907202300,강남구,0.01,0.006,0.2,0.004,4.0,3.0
201907200700,강동구,0.011,0.007,0.2,0.003,10.0,7.0
201907200600,강동구,0.007,0.01,0.2,0.003,9.0,7.0
201907200500,강동구,0.006,0.011,0.2,0.003,7.0,9.0
201907200400,강동구,0.006,0.011,0.2,0.003,9.0,6.0
201907200300,강동구,0.007,0.011,0.2,0.003,6.0,6.0
201907200200,강동구,0.008,0.011,0.2,0.003,9.0,7.0
201907200100,강동구,0.009,0.012,0.2,0.003,8.0,8.0
201907200000,강동구,0.013,0.011,0.2,0.003,10.0,8.0
201907201400,강동구,0.009,0.012,0.3,0.004,6.0,3.0
201907201300,강동구,0.008,0.011,0.2,0.003,5.0,4.0
201907201200,강동구,0.007,0.01,0.2,0.003,5.0,2.0
201907201100,강동구,0.009,0.01,0.2,0.003,3.0,3.0
201907201000,강동구,0.01,0.008,0.3,0.002,4.0,2.0
201907200900,강동구,0.01,0.008,0.3,0.003,14.0,9.0
201907200800,강동구,0.009,0.008,0.3,0.003,9.0,6.0
201907202200,강동구,0.009,0.008,0.2,0.003,5.0,2.0
201907202100,강동구,0.009,0.009,0.2,0.002,4.0,2.0
201907202000,강동구,0.009,0.01,0.3,0.003,5.0,4.0
