MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
202008150600,강남구,0.009,0.049,0.4,0.003,44.0,37.0
202008150500,강남구,0.007,0.057,0.4,0.003,53.0,43.0
202008150400,강남구,0.006,0.058,0.4,0.003,47.0,37.0
202008150300,강남구,0.007,0.053,0.4,0.002,49.0,37.0
202008150200,강남구,0.008,0.052,0.4,0.003,51.0,36.0
202008150100,강남구,0.011,0.044,0.4,0.003,51.0,36.0
202008150000,강남구,0.012,0.042,0.4,0.003,48.0,36.0
202008151400,강남구,0.021,0.046,0.5,0.003,41.0,36.0
202008151300,강남구,0.016,0.051,0.4,0.003,41.0,36.0
202008151200,강남구,0.016,0.048,0.4,0.002,31.0,25.0
202008151100,강남구,0.014,0.049,0.4,0.003,17.0,16.0
202008151000,강남구,0.015,0.044,0.4,0.002,10.0,9.0
202008150900,강남구,0.014,0.047,0.4,0.002,11.0,10.0
202008150800,강남구,0.014,0.049,0.4,0.003,9.0,8.0
202008150700,강남구,0.009,0.05,0.4,0.003,21.0,20.0
202008152100,강남구,0.031,0.023,0.5,0.003,64.0,48.0
202008152000,강남구,0.033,0.033,0.5,0.003,58.0,47.0
202008151900,강남구,0.044,0.022,0.6,0.003,53.0,45.0
202008151800,강남구,0.036,0.03,0.5,0.003,46.0,40.0
202008151700,강남구,0.03,0.035,0.5,0.003,54.0,45.0
202008151600,강남구,0.022,0.045,0.4,0.003,50.0,42.0
202008151500,강남구,0.02,0.046,0.5,0.003,0.0,35.0
202008152300,강남구,0.025,0.015,0.5,0.003,52.0,33.0
202008152200,강남구,0.045,0.008,0.6,0.003,60.0,42.0
202008150600,강동구,0.014,0.037,0.4,0.003,54.0,36.0
202008150500,강동구,0.012,0.042,0.4,0.003,61.0,37.0
202008150400,강동구,0.012,0.043,0.4,0.003,60.0,37.0
202008150300,강동구,0.012,0.041,0.4,0.003,61.0,39.0
202008150200,강동구,0.012,0.039,0.4,0.003,58.0,36.0
202008150100,강동구,0.013,0.034,0.4,0.003,59.0,36.0
202008150000,강동구,0.014,0.03,0.4,0.003,61.0,36.0
202008151400,강동구,0.021,0.032,0.4,0.003,40.0,32.0
202008151300,강동구,0.02,0.035,0.4,0.003,47.0,30.0
202008151200,강동구,0.019,0.034,0.4,0.003,25.0,19.0
202008151100,강동구,0.019,0.03,0.4,0.003,13.0,11.0
202008151000,강동구,0.019,0.029,0.4,0.003,11.0,9.0
202008150900,강동구,0.02,0.029,0.4,0.003,9.0,7.0
202008150800,강동구,0.016,0.037,0.3,0.003,8.0,9.0
202008150700,강동구,0.014,0.037,0.3,0.003,31.0,24.0
202008152100,강동구,0.0,0.012,0.5,0.003,43.0,31.0
202008152000,강동구,0.0,0.01,0.6,0.003,43.0,27.0
202008151900,강동구,0.04,0.008,0.5,0.003,35.0,24.0
202008151800,강동구,0.029,0.018,0.5,0.002,39.0,25.0
202008151700,강동구,0.028,0.018,0.4,0.003,39.0,21.0
202008151600,강동구,0.025,0.023,0.4,0.003,24.0,19.0
202008151500,강동구,0.022,0.028,0.4,0.002,20.0,18.0
202008152300,강동구,0.0,0.005,0.6,0.003,45.0,30.0
202008152200,강동구,0.0,0.008,0.5,0.003,45.0,29.0
202008150600,강북구,0.007,0.046,0.4,0.003,59.0,39.0
202008150500,강북구,0.006,0.045,0.4,0.002,47.0,36.0
202008150400,강북구,0.005,0.044,0.4,0.003,44.0,34.0
202008150300,강북구,0.006,0.043,0.4,0.002,73.0,47.0
202008150200,강북구,0.007,0.041,0.4,0.003,71.0,47.0
202008150100,강북구,0.011,0.033,0.4,0.003,63.0,43.0
202008150000,강북구,0.01,0.03,0.4,0.003,50.0,35.0
202008151400,강북구,0.012,0.037,0.4,0.002,35.0,27.0
202008151300,강북구,0.015,0.035,0.5,0.002,42.0,29.0
202008151200,강북구,0.014,0.035,0.4,0.002,29.0,16.0
202008151100,강북구,0.017,0.031,0.4,0.002,13.0,9.0
202008151000,강북구,0.013,0.031,0.4,0.002,10.0,7.0
202008150900,강북구,0.012,0.032,0.3,0.002,8.0,2.0
202008150800,강북구,0.004,0.043,0.3,0.002,11.0,9.0
202008150700,강북구,0.011,0.039,0.5,0.002,42.0,30.0
202008152100,강북구,0.008,0.019,0.4,0.002,41.0,26.0
202008152000,강북구,0.01,0.02,0.4,0.002,40.0,29.0
202008151900,강북구,0.01,0.028,0.4,0.002,40.0,31.0
202008151800,강북구,0.02,0.031,0.5,0.002,41.0,32.0
202008151700,강북구,0.013,0.037,0.4,0.002,42.0,29.0
202008151600,강북구,0.013,0.033,0.4,0.002,26.0,21.0
202008151500,강북구,0.011,0.039,0.4,0.002,24.0,18.0
202008152300,강북구,0.008,0.012,0.4,0.002,52.0,27.0
202008152200,강북구,0.008,0.016,0.4,0.002,46.0,28.0
202008150700,강서구,0.009,0.049,0.3,0.002,19.0,19.0
202008150600,강서구,0.009,0.05,0.3,0.002,37.0,33.0
202008150500,강서구,0.007,0.053,0.4,0.002,53.0,35.0
202008150400,강서구,0.006,0.053,0.3,0.002,47.0,36.0
202008150300,강서구,0.007,0.053,0.3,0.002,56.0,42.0
202008150200,강서구,0.007,0.052,0.3,0.002,61.0,45.0
202008150100,강서구,0.009,0.044,0.4,0.002,64.0,42.0
202008150000,강서구,0.009,0.043,0.3,0.002,66.0,43.0
202008151400,강서구,0.014,0.046,0.4,0.002,33.0,31.0
202008151300,강서구,0.015,0.044,0.4,0.002,36.0,36.0
202008151200,강서구,0.013,0.044,0.4,0.002,38.0,34.0
202008151100,강서구,0.012,0.045,0.3,0.002,21.0,20.0
202008151000,강서구,0.015,0.039,0.4,0.002,14.0,12.0
202008150900,강서구,0.019,0.033,0.3,0.002,13.0,8.0
202008150800,강서구,0.013,0.044,0.3,0.002,11.0,11.0
202008152100,강서구,0.019,0.029,0.5,0.002,57.0,41.0
202008152000,강서구,0.02,0.032,0.5,0.002,61.0,48.0
202008151900,강서구,0.02,0.038,0.5,0.002,62.0,51.0
202008151800,강서구,0.013,0.05,0.4,0.002,50.0,42.0
202008151700,강서구,0.016,0.047,0.4,0.002,38.0,35.0
202008151600,강서구,0.013,0.045,0.3,0.002,49.0,43.0
202008151500,강서구,0.015,0.045,0.4,0.002,41.0,31.0
202008152300,강서구,0.015,0.019,0.3,0.002,43.0,25.0
202008152200,강서구,0.015,0.023,0.3,0.002,42.0,28.0
202008150600,관악구,0.01,0.049,0.4,0.003,30.0,22.0
202008150500,관악구,0.009,0.051,0.4,0.003,49.0,34.0
202008150400,관악구,0.008,0.055,0.4,0.003,50.0,33.0
202008150300,관악구,0.009,0.051,0.5,0.003,52.0,32.0
202008150200,관악구,0.01,0.05,0.4,0.003,51.0,32.0
202008150100,관악구,0.009,0.047,0.4,0.003,59.0,37.0
202008150000,관악구,0.015,0.039,0.4,0.003,56.0,37.0
202008151400,관악구,0.016,0.047,0.4,0.003,41.0,31.0
202008151300,관악구,0.016,0.047,0.4,0.003,46.0,34.0
202008151200,관악구,0.019,0.045,0.4,0.003,46.0,30.0
202008151100,관악구,0.02,0.042,0.4,0.002,26.0,17.0
202008151000,관악구,0.014,0.046,0.4,0.002,14.0,9.0
