MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
202003050600,강남구,0.016,0.033,0.5,0.003,37.0,31.0
202003050500,강남구,0.011,0.038,0.5,0.003,36.0,32.0
202003050400,강남구,0.012,0.038,0.5,0.003,37.0,33.0
202003050300,강남구,0.013,0.037,0.5,0.003,40.0,33.0
202003050200,강남구,0.015,0.038,0.5,0.003,42.0,35.0
202003050100,강남구,0.017,0.037,0.5,0.003,41.0,35.0
202003050000,강남구,0.017,0.039,0.5,0.003,42.0,36.0
202003051400,강남구,0.016,0.039,0.4,0.003,28.0,22.0
202003051300,강남구,0.018,0.036,0.4,0.003,26.0,21.0
202003051200,강남구,0.022,0.031,0.5,0.003,32.0,24.0
202003051100,강남구,0.025,0.028,0.5,0.003,37.0,29.0
202003051000,강남구,0.024,0.028,0.5,0.003,35.0,29.0
202003050900,강남구,0.024,0.026,0.5,0.002,36.0,30.0
202003050800,강남구,0.021,0.028,0.5,0.003,35.0,30.0
202003050700,강남구,0.018,0.03,0.5,0.003,33.0,28.0
202003052100,강남구,0.039,0.019,0.5,0.003,30.0,22.0
202003052000,강남구,0.039,0.019,0.5,0.002,29.0,21.0
202003051900,강남구,0.027,0.032,0.5,0.003,33.0,26.0
202003051800,강남구,0.022,0.037,0.4,0.002,31.0,24.0
202003051700,강남구,0.017,0.042,0.4,0.003,31.0,24.0
202003051600,강남구,0.017,0.044,0.4,0.003,28.0,22.0
202003051500,강남구,0.015,0.043,0.4,0.003,28.0,22.0
202003052300,강남구,0.03,0.024,0.4,0.002,26.0,18.0
202003052200,강남구,0.038,0.019,0.5,0.003,28.0,20.0
202003050600,강동구,0.018,0.025,0.4,0.003,46.0,39.0
202003050500,강동구,0.013,0.031,0.4,0.002,48.0,40.0
202003050400,강동구,0.011,0.033,0.4,0.002,47.0,42.0
202003050300,강동구,0.011,0.034,0.5,0.003,52.0,44.0
202003050200,강동구,0.013,0.033,0.5,0.002,50.0,44.0
202003050100,강동구,0.014,0.033,0.5,0.003,50.0,44.0
202003050000,강동구,0.014,0.034,0.5,0.002,49.0,42.0
202003051400,강동구,0.016,0.031,0.4,0.003,37.0,30.0
202003051300,강동구,0.017,0.029,0.4,0.003,39.0,33.0
202003051200,강동구,0.02,0.025,0.4,0.003,43.0,35.0
202003051100,강동구,0.018,0.027,0.5,0.003,41.0,32.0
202003051000,강동구,0.017,0.028,0.4,0.002,42.0,36.0
202003050900,강동구,0.026,0.019,0.5,0.002,42.0,35.0
202003050800,강동구,0.031,0.012,0.5,0.002,45.0,38.0
202003050700,강동구,0.023,0.02,0.5,0.002,45.0,42.0
202003052100,강동구,0.037,0.013,0.5,0.002,32.0,24.0
202003052000,강동구,0.029,0.02,0.4,0.002,35.0,26.0
202003051900,강동구,0.024,0.025,0.4,0.002,42.0,0.0
202003051800,강동구,0.02,0.027,0.4,0.002,23.0,20.0
202003051700,강동구,0.0,0.0,0.0,0.0,0.0,0.0
202003051600,강동구,0.0,0.0,0.0,0.0,0.0,0.0
202003051500,강동구,0.015,0.034,0.4,0.002,37.0,30.0
202003052300,강동구,0.036,0.013,0.4,0.002,32.0,23.0
202003052200,강동구,0.037,0.012,0.5,0.002,35.0,24.0
202003050600,강북구,0.024,0.024,0.5,0.002,48.0,38.0
202003050500,강북구,0.021,0.028,0.4,0.002,49.0,39.0
202003050400,강북구,0.02,0.029,0.4,0.002,50.0,40.0
202003050300,강북구,0.02,0.029,0.4,0.002,52.0,43.0
202003050200,강북구,0.02,0.029,0.5,0.002,54.0,41.0
202003050100,강북구,0.02,0.03,0.5,0.002,55.0,41.0
202003050000,강북구,0.02,0.031,0.4,0.002,52.0,39.0
202003051400,강북구,0.022,0.033,0.4,0.003,39.0,28.0
202003051300,강북구,0.022,0.032,0.4,0.003,36.0,29.0
202003051200,강북구,0.021,0.032,0.4,0.003,37.0,28.0
202003051100,강북구,0.02,0.03,0.4,0.003,44.0,32.0
202003051000,강북구,0.02,0.029,0.4,0.002,49.0,36.0
