MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201906060600,강남구,0.028,0.005,0.6,0.005,29.0,20.0
201906060500,강남구,0.026,0.007,0.6,0.004,27.0,18.0
201906060400,강남구,0.018,0.016,0.4,0.005,23.0,14.0
201906060300,강남구,0.018,0.017,0.4,0.005,26.0,13.0
201906060200,강남구,0.017,0.021,0.4,0.004,25.0,16.0
201906060100,강남구,0.036,0.01,0.6,0.005,29.0,19.0
201906060000,강남구,0.046,0.003,0.5,0.006,32.0,21.0
201906061400,강남구,0.037,0.029,0.6,0.006,57.0,37.0
201906061300,강남구,0.038,0.022,0.6,0.007,58.0,33.0
201906061200,강남구,0.038,0.02,0.6,0.006,56.0,37.0
201906061100,강남구,0.047,0.009,0.6,0.006,58.0,39.0
201906061000,강남구,0.043,0.009,0.6,0.007,50.0,33.0
201906060900,강남구,0.039,0.009,0.6,0.005,46.0,30.0
201906060800,강남구,0.033,0.008,0.5,0.005,37.0,25.0
201906060700,강남구,0.03,0.007,0.5,0.004,34.0,25.0
201906062200,강남구,0.013,0.037,0.4,0.004,35.0,24.0
201906062100,강남구,0.012,0.046,0.3,0.004,43.0,28.0
201906062000,강남구,0.02,0.035,0.5,0.005,54.0,38.0
201906061900,강남구,0.024,0.036,0.6,0.005,57.0,40.0
201906061800,강남구,0.031,0.031,0.6,0.005,58.0,39.0
201906061700,강남구,0.045,0.019,0.7,0.005,70.0,45.0
201906061600,강남구,0.04,0.025,0.6,0.006,66.0,42.0
201906061500,강남구,0.039,0.027,0.6,0.007,67.0,42.0
201906062300,강남구,0.015,0.032,0.3,0.004,36.0,27.0
201906060600,강동구,0.043,0.004,0.6,0.004,36.0,21.0
201906060500,강동구,0.03,0.01,0.5,0.004,42.0,19.0
201906060400,강동구,0.021,0.017,0.5,0.004,35.0,19.0
201906060300,강동구,0.023,0.017,0.4,0.004,35.0,21.0
201906060200,강동구,0.036,0.013,0.6,0.004,34.0,21.0
201906060100,강동구,0.06,0.003,0.7,0.005,36.0,24.0
201906060000,강동구,0.065,0.004,0.6,0.004,46.0,31.0
201906061400,강동구,0.026,0.032,0.5,0.005,59.0,38.0
201906061300,강동구,0.039,0.025,0.6,0.004,66.0,38.0
201906061200,강동구,0.048,0.021,0.6,0.004,71.0,41.0
201906061100,강동구,0.049,0.018,0.6,0.005,66.0,40.0
201906061000,강동구,0.049,0.014,0.7,0.004,61.0,35.0
201906060900,강동구,0.045,0.009,0.7,0.005,58.0,33.0
201906060800,강동구,0.046,0.006,0.7,0.004,44.0,28.0
201906060700,강동구,0.046,0.005,0.7,0.004,42.0,25.0
201906062100,강동구,0.011,0.04,0.4,0.003,44.0,34.0
201906062000,강동구,0.015,0.037,0.5,0.003,53.0,40.0
201906061900,강동구,0.025,0.029,0.6,0.004,63.0,47.0
201906061800,강동구,0.037,0.021,0.6,0.003,71.0,47.0
201906061700,강동구,0.044,0.022,0.6,0.003,69.0,47.0
201906061600,강동구,0.028,0.035,0.6,0.004,60.0,43.0
201906061500,강동구,0.024,0.036,0.6,0.005,62.0,41.0
201906062300,강동구,0.011,0.032,0.4,0.003,35.0,26.0
201906062200,강동구,0.015,0.03,0.4,0.003,39.0,28.0
201906060600,강북구,0.012,0.017,0.5,0.002,71.0,38.0
201906060500,강북구,0.012,0.02,0.5,0.003,82.0,46.0
201906060400,강북구,0.014,0.02,0.5,0.002,78.0,47.0
201906060300,강북구,0.017,0.019,0.5,0.002,76.0,49.0
201906060200,강북구,0.02,0.022,0.6,0.003,70.0,44.0
201906060100,강북구,0.022,0.023,0.5,0.003,70.0,44.0
201906060000,강북구,0.021,0.029,0.5,0.003,61.0,38.0
201906061400,강북구,0.036,0.035,0.7,0.004,76.0,43.0
201906061300,강북구,0.03,0.033,0.7,0.004,73.0,46.0
201906061200,강북구,0.021,0.035,0.7,0.003,74.0,44.0
201906061100,강북구,0.024,0.04,0.7,0.004,76.0,43.0
201906061000,강북구,0.028,0.037,0.7,0.004,80.0,43.0
201906060900,강북구,0.028,0.024,0.7,0.003,92.0,51.0
201906060800,강북구,0.018,0.019,0.5,0.003,75.0,40.0
201906060700,강북구,0.013,0.016,0.5,0.003,71.0,37.0
201906062100,강북구,0.014,0.038,0.5,0.002,70.0,42.0
201906062000,강북구,0.016,0.036,0.5,0.003,69.0,40.0
201906061900,강북구,0.016,0.047,0.5,0.003,83.0,47.0
201906061800,강북구,0.023,0.037,0.6,0.003,74.0,45.0
201906061700,강북구,0.029,0.029,0.6,0.003,72.0,45.0
201906061600,강북구,0.032,0.031,0.7,0.003,74.0,45.0
201906061500,강북구,0.034,0.034,0.7,0.003,79.0,45.0
201906062300,강북구,0.008,0.045,0.3,0.002,39.0,21.0
201906062200,강북구,0.007,0.045,0.4,0.002,48.0,28.0
201906060700,강서구,0.028,0.013,0.4,0.003,27.0,18.0
201906060600,강서구,0.024,0.017,0.4,0.004,24.0,17.0
201906060500,강서구,0.016,0.023,0.3,0.003,25.0,17.0
201906060400,강서구,0.014,0.026,0.3,0.003,21.0,16.0
201906060300,강서구,0.013,0.029,0.4,0.004,20.0,14.0
201906060200,강서구,0.013,0.03,0.3,0.003,18.0,14.0
201906060100,강서구,0.016,0.031,0.3,0.004,17.0,12.0
201906060000,강서구,0.025,0.03,0.4,0.005,18.0,13.0
201906061400,강서구,0.074,0.008,0.8,0.006,84.0,48.0
201906061300,강서구,0.068,0.009,0.8,0.005,80.0,48.0
201906061200,강서구,0.065,0.007,0.8,0.005,72.0,44.0
201906061100,강서구,0.061,0.006,0.8,0.004,63.0,40.0
201906061000,강서구,0.055,0.01,0.7,0.004,46.0,30.0
201906060900,강서구,0.041,0.009,0.5,0.003,37.0,25.0
201906060800,강서구,0.034,0.01,0.5,0.003,27.0,18.0
201906062200,강서구,0.017,0.054,0.5,0.003,44.0,33.0
201906062100,강서구,0.025,0.047,0.6,0.003,63.0,48.0
201906062000,강서구,0.029,0.054,0.7,0.004,64.0,46.0
201906061900,강서구,0.034,0.041,0.7,0.006,74.0,53.0
201906061800,강서구,0.042,0.018,0.7,0.006,66.0,47.0
201906061700,강서구,0.051,0.01,0.7,0.006,71.0,47.0
201906061600,강서구,0.046,0.01,0.6,0.004,74.0,41.0
201906061500,강서구,0.065,0.007,0.7,0.005,84.0,52.0
201906062300,강서구,0.014,0.055,0.4,0.003,41.0,29.0
201906060600,관악구,0.035,0.008,0.4,0.004,46.0,37.0
201906060500,관악구,0.034,0.008,0.4,0.004,43.0,40.0
201906060400,관악구,0.027,0.016,0.3,0.004,48.0,40.0
201906060300,관악구,0.021,0.024,0.2,0.004,36.0,27.0
201906060200,관악구,0.019,0.028,0.3,0.004,43.0,27.0
201906060100,관악구,0.031,0.021,0.3,0.004,47.0,32.0
201906060000,관악구,0.052,0.009,0.5,0.004,63.0,45.0
201906061400,관악구,0.045,0.038,0.5,0.004,80.0,52.0
201906061300,관악구,0.047,0.032,0.5,0.004,81.0,51.0
201906061200,관악구,0.053,0.023,0.5,0.004,86.0,60.0
201906061100,관악구,0.048,0.026,0.5,0.004,87.0,58.0
201906061000,관악구,0.045,0.026,0.5,0.004,87.0,58.0
201906060900,관악구,0.037,0.024,0.4,0.004,89.0,55.0
201906060800,관악구,0.039,0.011,0.5,0.004,65.0,55.0
201906060700,관악구,0.034,0.008,0.4,0.004,54.0,43.0
201906062200,관악구,0.02,0.042,0.3,0.004,46.0,38.0
201906062100,관악구,0.02,0.045,0.3,0.004,52.0,42.0
201906062000,관악구,0.036,0.031,0.6,0.004,87.0,64.0
201906061900,관악구,0.045,0.026,0.6,0.004,105.0,75.0
201906061800,관악구,0.062,0.009,0.7,0.004,100.0,77.0
201906061700,관악구,0.056,0.01,0.6,0.004,108.0,77.0
201906061600,관악구,0.06,0.01,0.6,0.004,117.0,56.0
201906061500,관악구,0.059,0.023,0.5,0.004,90.0,52.0
201906062300,관악구,0.019,0.038,0.3,0.004,44.0,38.0
201906060700,광진구,0.035,0.006,0.8,0.006,73.0,66.0
201906060600,광진구,0.03,0.007,0.8,0.005,0.0,69.0
201906060500,광진구,0.026,0.01,0.8,0.005,0.0,55.0
201906060400,광진구,0.02,0.018,0.7,0.005,56.0,56.0
201906060300,광진구,0.02,0.021,0.7,0.005,53.0,47.0
201906060200,광진구,0.025,0.023,0.7,0.006,54.0,49.0
201906060100,광진구,0.045,0.008,0.9,0.006,54.0,0.0
201906060000,광진구,0.054,0.002,0.8,0.007,48.0,40.0
