MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201902130700,강남구,0.036,0.009,0.6,0.005,39.0,29.0
201902130600,강남구,0.032,0.012,0.6,0.006,47.0,39.0
201902130500,강남구,0.025,0.018,0.5,0.005,40.0,31.0
201902130400,강남구,0.02,0.022,0.5,0.005,43.0,34.0
201902130300,강남구,0.025,0.019,0.6,0.006,46.0,33.0
201902130200,강남구,0.016,0.026,0.5,0.006,42.0,29.0
201902130100,강남구,0.017,0.027,0.5,0.007,49.0,33.0
201902130000,강남구,0.023,0.021,0.5,0.006,53.0,37.0
201902131500,강남구,0.012,0.03,0.4,0.005,25.0,21.0
201902131400,강남구,0.015,0.027,0.4,0.006,22.0,20.0
201902131300,강남구,0.019,0.023,0.5,0.005,32.0,18.0
201902131200,강남구,0.029,0.015,0.5,0.005,36.0,22.0
201902131100,강남구,0.033,0.013,0.5,0.005,37.0,26.0
201902131000,강남구,0.041,0.008,0.6,0.006,44.0,33.0
201902130900,강남구,0.047,0.004,0.7,0.006,46.0,34.0
201902130800,강남구,0.047,0.002,0.7,0.005,43.0,35.0
201902132300,강남구,0.029,0.014,0.5,0.005,35.0,18.0
201902132200,강남구,0.028,0.016,0.5,0.006,29.0,19.0
201902132100,강남구,0.03,0.015,0.4,0.006,31.0,21.0
201902132000,강남구,0.036,0.012,0.5,0.006,31.0,21.0
201902131900,강남구,0.029,0.017,0.5,0.006,36.0,25.0
201902131800,강남구,0.022,0.024,0.5,0.006,32.0,27.0
201902131700,강남구,0.018,0.026,0.5,0.004,29.0,23.0
201902131600,강남구,0.014,0.029,0.4,0.005,26.0,23.0
201902130700,강동구,0.048,0.006,0.7,0.005,48.0,32.0
201902130600,강동구,0.025,0.02,0.5,0.005,43.0,29.0
201902130500,강동구,0.022,0.023,0.5,0.004,48.0,31.0
201902130400,강동구,0.021,0.022,0.5,0.004,50.0,32.0
201902130300,강동구,0.022,0.023,0.5,0.005,48.0,31.0
201902130200,강동구,0.017,0.028,0.5,0.004,50.0,30.0
201902130100,강동구,0.027,0.022,0.5,0.006,63.0,37.0
201902130000,강동구,0.033,0.018,0.6,0.005,62.0,34.0
201902131500,강동구,0.016,0.031,0.4,0.004,29.0,21.0
201902131400,강동구,0.017,0.029,0.4,0.004,33.0,19.0
201902131300,강동구,0.025,0.024,0.5,0.005,37.0,24.0
201902131200,강동구,0.034,0.016,0.5,0.004,40.0,25.0
201902131100,강동구,0.044,0.011,0.5,0.004,37.0,22.0
201902131000,강동구,0.039,0.011,0.5,0.004,45.0,28.0
201902130900,강동구,0.057,0.003,0.7,0.005,58.0,35.0
201902130800,강동구,0.055,0.002,0.8,0.005,53.0,35.0
201902132300,강동구,0.026,0.021,0.4,0.005,35.0,16.0
201902132200,강동구,0.029,0.019,0.4,0.004,31.0,18.0
201902132100,강동구,0.03,0.019,0.4,0.004,32.0,17.0
201902132000,강동구,0.038,0.015,0.5,0.004,35.0,21.0
201902131900,강동구,0.029,0.022,0.4,0.004,38.0,19.0
201902131800,강동구,0.023,0.026,0.4,0.003,34.0,22.0
201902131700,강동구,0.019,0.029,0.4,0.005,34.0,18.0
201902131600,강동구,0.016,0.031,0.4,0.004,31.0,20.0
201902130700,강북구,0.016,0.024,0.5,0.003,36.0,20.0
201902130600,강북구,0.014,0.026,0.5,0.003,37.0,20.0
201902130500,강북구,0.015,0.025,0.5,0.003,39.0,22.0
201902130400,강북구,0.011,0.029,0.5,0.003,45.0,26.0
201902130300,강북구,0.016,0.026,0.5,0.003,51.0,28.0
201902130200,강북구,0.016,0.027,0.5,0.004,53.0,29.0
201902130100,강북구,0.017,0.031,0.5,0.004,57.0,30.0
201902130000,강북구,0.014,0.035,0.5,0.004,61.0,32.0
201902131500,강북구,0.007,0.043,0.4,0.003,33.0,17.0
201902131400,강북구,0.006,0.043,0.4,0.003,41.0,19.0
201902131300,강북구,0.011,0.037,0.4,0.003,41.0,20.0
201902131200,강북구,0.013,0.035,0.4,0.003,47.0,26.0
201902131100,강북구,0.032,0.02,0.5,0.003,48.0,24.0
201902131000,강북구,0.038,0.012,0.6,0.004,46.0,22.0
201902130900,강북구,0.037,0.01,0.6,0.004,38.0,20.0
201902130800,강북구,0.02,0.02,0.5,0.003,35.0,20.0
201902132300,강북구,0.018,0.028,0.4,0.003,41.0,17.0
201902132200,강북구,0.018,0.028,0.4,0.003,38.0,15.0
201902132100,강북구,0.012,0.034,0.4,0.003,32.0,16.0
201902132000,강북구,0.015,0.032,0.4,0.004,36.0,16.0
201902131900,강북구,0.014,0.036,0.4,0.004,35.0,18.0
201902131800,강북구,0.009,0.042,0.4,0.003,37.0,19.0
201902131700,강북구,0.007,0.045,0.4,0.003,33.0,17.0
201902131600,강북구,0.008,0.043,0.4,0.003,31.0,14.0
201902130700,강서구,0.049,0.003,0.6,0.006,53.0,26.0
201902130600,강서구,0.04,0.006,0.5,0.005,46.0,26.0
201902130500,강서구,0.031,0.015,0.5,0.004,51.0,26.0
201902130400,강서구,0.024,0.023,0.5,0.004,43.0,25.0
201902130300,강서구,0.018,0.028,0.4,0.004,46.0,23.0
201902130200,강서구,0.015,0.034,0.5,0.005,45.0,25.0
201902130100,강서구,0.016,0.034,0.5,0.007,63.0,27.0
201902130000,강서구,0.028,0.023,0.5,0.005,62.0,32.0
201902131500,강서구,0.01,0.042,0.4,0.005,42.0,21.0
201902131400,강서구,0.014,0.038,0.4,0.005,31.0,14.0
201902131300,강서구,0.013,0.035,0.4,0.004,24.0,8.0
201902131200,강서구,0.015,0.031,0.4,0.004,26.0,10.0
201902131100,강서구,0.02,0.027,0.4,0.005,43.0,16.0
201902131000,강서구,0.032,0.015,0.5,0.005,52.0,18.0
201902130900,강서구,0.05,0.004,0.6,0.006,69.0,24.0
201902130800,강서구,0.051,0.003,0.6,0.008,64.0,29.0
201902132300,강서구,0.024,0.021,0.4,0.004,39.0,16.0
201902132200,강서구,0.021,0.025,0.5,0.005,38.0,15.0
201902132100,강서구,0.035,0.017,0.5,0.006,40.0,19.0
201902132000,강서구,0.029,0.023,0.5,0.008,37.0,18.0
201902131900,강서구,0.027,0.027,0.5,0.006,41.0,21.0
201902131800,강서구,0.018,0.035,0.5,0.007,46.0,23.0
201902131700,강서구,0.013,0.04,0.4,0.006,39.0,19.0
201902131600,강서구,0.01,0.042,0.4,0.005,37.0,19.0
201902130700,관악구,0.045,0.009,0.5,0.005,45.0,23.0
201902130600,관악구,0.035,0.015,0.4,0.005,43.0,24.0
201902130500,관악구,0.028,0.021,0.4,0.005,47.0,28.0
201902130400,관악구,0.026,0.023,0.4,0.005,40.0,27.0
201902130300,관악구,0.025,0.025,0.4,0.005,43.0,27.0
201902130200,관악구,0.026,0.024,0.4,0.005,50.0,31.0
201902130100,관악구,0.042,0.013,0.5,0.005,58.0,31.0
201902130000,관악구,0.043,0.012,0.5,0.006,65.0,32.0
201902131500,관악구,0.0,0.0,0.0,0.0,38.0,23.0
201902131400,관악구,0.018,0.032,0.3,0.005,38.0,17.0
