MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201907190700,강남구,0.025,0.013,0.6,0.005,68.0,43.0
201907190600,강남구,0.021,0.013,0.6,0.005,63.0,41.0
201907190500,강남구,0.024,0.014,0.6,0.005,49.0,33.0
201907190400,강남구,0.02,0.018,0.5,0.005,37.0,25.0
201907190300,강남구,0.013,0.027,0.5,0.006,37.0,26.0
201907190200,강남구,0.014,0.032,0.5,0.006,38.0,28.0
201907190100,강남구,0.015,0.04,0.5,0.006,47.0,34.0
201907190000,강남구,0.015,0.052,0.5,0.006,51.0,38.0
201907191400,강남구,0.0,0.0,0.0,0.0,0.0,0.0
201907191300,강남구,0.016,0.045,0.3,0.006,26.0,19.0
201907191200,강남구,0.017,0.056,0.4,0.005,35.0,25.0
201907191100,강남구,0.018,0.052,0.4,0.005,40.0,25.0
201907191000,강남구,0.02,0.038,0.4,0.006,40.0,26.0
201907190900,강남구,0.022,0.032,0.4,0.005,48.0,27.0
201907190800,강남구,0.026,0.015,0.5,0.006,49.0,31.0
201907192200,강남구,0.019,0.01,0.3,0.005,12.0,8.0
201907192100,강남구,0.019,0.01,0.3,0.005,13.0,7.0
201907192000,강남구,0.018,0.01,0.3,0.004,13.0,6.0
201907191900,강남구,0.015,0.013,0.2,0.005,15.0,7.0
201907191800,강남구,0.015,0.019,0.2,0.003,15.0,8.0
201907191700,강남구,0.016,0.029,0.2,0.006,19.0,11.0
201907191600,강남구,0.017,0.043,0.3,0.005,19.0,12.0
201907191500,강남구,0.0,0.0,0.0,0.0,0.0,0.0
201907192300,강남구,0.018,0.009,0.2,0.005,13.0,8.0
201907190600,강동구,0.029,0.011,0.6,0.003,57.0,40.0
201907190500,강동구,0.028,0.009,0.6,0.004,64.0,44.0
201907190400,강동구,0.027,0.014,0.6,0.003,63.0,44.0
201907190300,강동구,0.026,0.021,0.7,0.004,54.0,40.0
201907190200,강동구,0.017,0.032,0.6,0.005,44.0,39.0
201907190100,강동구,0.017,0.041,0.6,0.005,52.0,47.0
201907190000,강동구,0.02,0.048,0.6,0.005,51.0,48.0
201907191400,강동구,0.008,0.038,0.3,0.003,15.0,12.0
201907191300,강동구,0.009,0.042,0.3,0.003,0.0,19.0
201907191200,강동구,0.009,0.047,0.3,0.003,27.0,24.0
201907191100,강동구,0.014,0.045,0.4,0.003,32.0,25.0
201907191000,강동구,0.014,0.037,0.4,0.004,34.0,28.0
201907190900,강동구,0.021,0.026,0.5,0.004,39.0,30.0
201907190800,강동구,0.023,0.018,0.5,0.003,43.0,29.0
201907190700,강동구,0.026,0.011,0.6,0.003,58.0,40.0
201907192200,강동구,0.019,0.009,0.3,0.003,12.0,9.0
201907192100,강동구,0.015,0.014,0.3,0.002,9.0,7.0
201907192000,강동구,0.012,0.014,0.3,0.003,9.0,7.0
201907191900,강동구,0.016,0.013,0.3,0.003,18.0,9.0
201907191800,강동구,0.015,0.02,0.3,0.003,20.0,10.0
201907191700,강동구,0.011,0.036,0.3,0.003,17.0,13.0
201907191600,강동구,0.01,0.048,0.3,0.004,16.0,11.0
201907191500,강동구,0.008,0.043,0.3,0.003,11.0,8.0
201907192300,강동구,0.015,0.011,0.3,0.003,9.0,6.0
201907190600,강북구,0.012,0.024,0.6,0.003,71.0,50.0
201907190500,강북구,0.012,0.031,0.5,0.003,76.0,52.0
201907190400,강북구,0.01,0.041,0.5,0.003,67.0,49.0
201907190300,강북구,0.009,0.046,0.5,0.003,66.0,46.0
201907190200,강북구,0.009,0.052,0.5,0.003,62.0,46.0
201907190100,강북구,0.01,0.056,0.5,0.004,70.0,53.0
201907190000,강북구,0.011,0.063,0.5,0.004,66.0,50.0
201907191400,강북구,0.012,0.046,0.3,0.002,22.0,15.0
201907191300,강북구,0.011,0.052,0.3,0.002,32.0,22.0
201907191200,강북구,0.013,0.063,0.4,0.003,47.0,33.0
201907191100,강북구,0.017,0.064,0.4,0.003,54.0,40.0
