MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201907070700,강남구,0.008,0.037,0.3,0.005,25.0,16.0
201907070600,강남구,0.006,0.038,0.3,0.005,25.0,18.0
201907070500,강남구,0.005,0.035,0.3,0.004,24.0,14.0
201907070400,강남구,0.005,0.04,0.3,0.004,23.0,16.0
201907070300,강남구,0.005,0.038,0.3,0.005,24.0,15.0
201907070200,강남구,0.005,0.038,0.3,0.004,26.0,18.0
201907070100,강남구,0.008,0.037,0.3,0.005,28.0,18.0
201907070000,강남구,0.012,0.035,0.3,0.005,30.0,19.0
201907071400,강남구,0.007,0.042,0.3,0.005,16.0,9.0
201907071300,강남구,0.008,0.04,0.3,0.004,20.0,8.0
201907071200,강남구,0.007,0.039,0.3,0.004,17.0,11.0
201907071100,강남구,0.008,0.039,0.3,0.004,19.0,13.0
201907071000,강남구,0.008,0.038,0.3,0.005,20.0,13.0
201907070900,강남구,0.008,0.037,0.3,0.005,23.0,16.0
201907070800,강남구,0.008,0.036,0.3,0.004,22.0,15.0
201907072200,강남구,0.01,0.031,0.2,0.005,14.0,7.0
201907072100,강남구,0.011,0.031,0.3,0.005,16.0,5.0
201907072000,강남구,0.008,0.034,0.3,0.004,16.0,8.0
201907071900,강남구,0.008,0.036,0.2,0.004,22.0,9.0
201907071800,강남구,0.01,0.036,0.2,0.004,17.0,9.0
201907071700,강남구,0.009,0.039,0.2,0.005,12.0,6.0
201907071600,강남구,0.009,0.042,0.3,0.005,14.0,8.0
201907071500,강남구,0.007,0.041,0.3,0.005,15.0,6.0
201907072300,강남구,0.008,0.032,0.2,0.005,15.0,6.0
201907070700,강동구,0.004,0.039,0.3,0.002,21.0,17.0
201907070600,강동구,0.004,0.041,0.3,0.003,21.0,18.0
201907070500,강동구,0.003,0.041,0.3,0.002,22.0,19.0
201907070400,강동구,0.004,0.04,0.3,0.003,22.0,18.0
201907070300,강동구,0.004,0.04,0.3,0.003,23.0,21.0
201907070200,강동구,0.004,0.04,0.3,0.003,25.0,20.0
201907070100,강동구,0.004,0.04,0.3,0.003,26.0,18.0
201907070000,강동구,0.008,0.039,0.3,0.002,28.0,22.0
201907071400,강동구,0.006,0.041,0.3,0.003,13.0,8.0
201907071300,강동구,0.006,0.041,0.3,0.003,20.0,9.0
201907071200,강동구,0.008,0.038,0.3,0.003,16.0,11.0
201907071100,강동구,0.006,0.04,0.3,0.003,15.0,7.0
201907071000,강동구,0.005,0.04,0.3,0.003,19.0,15.0
201907070900,강동구,0.006,0.039,0.3,0.002,17.0,13.0
201907070800,강동구,0.006,0.038,0.3,0.002,18.0,15.0
201907072200,강동구,0.007,0.035,0.3,0.003,14.0,8.0
201907072100,강동구,0.006,0.034,0.3,0.003,16.0,8.0
201907072000,강동구,0.007,0.036,0.3,0.003,21.0,9.0
201907071900,강동구,0.008,0.036,0.3,0.003,17.0,7.0
201907071800,강동구,0.007,0.039,0.3,0.003,16.0,10.0
201907071700,강동구,0.006,0.04,0.3,0.003,13.0,5.0
201907071600,강동구,0.007,0.04,0.3,0.003,14.0,9.0
201907071500,강동구,0.006,0.041,0.3,0.004,14.0,9.0
201907072300,강동구,0.007,0.034,0.3,0.003,14.0,4.0
201907070600,강북구,0.005,0.036,0.3,0.003,26.0,16.0
201907070500,강북구,0.006,0.034,0.3,0.002,27.0,18.0
201907070400,강북구,0.005,0.036,0.3,0.002,26.0,17.0
201907070300,강북구,0.005,0.037,0.4,0.002,31.0,18.0
201907070200,강북구,0.007,0.036,0.3,0.002,30.0,20.0
201907070100,강북구,0.007,0.038,0.4,0.002,30.0,19.0
201907070000,강북구,0.007,0.042,0.3,0.002,34.0,21.0
201907071400,강북구,0.008,0.042,0.3,0.002,15.0,9.0
201907071300,강북구,0.007,0.043,0.3,0.002,16.0,8.0
201907071200,강북구,0.005,0.044,0.3,0.002,20.0,11.0
201907071100,강북구,0.006,0.043,0.3,0.002,21.0,8.0
201907071000,강북구,0.006,0.042,0.3,0.002,21.0,12.0
201907070900,강북구,0.007,0.04,0.3,0.002,25.0,15.0
201907070800,강북구,0.007,0.04,0.3,0.002,23.0,14.0
201907070700,강북구,0.009,0.035,0.3,0.003,25.0,16.0
201907072200,강북구,0.009,0.035,0.3,0.002,16.0,7.0
201907072100,강북구,0.011,0.035,0.3,0.002,18.0,9.0
201907072000,강북구,0.01,0.037,0.3,0.002,17.0,8.0
201907071900,강북구,0.008,0.039,0.3,0.002,20.0,8.0
201907071800,강북구,0.007,0.041,0.3,0.003,19.0,9.0
201907071700,강북구,0.006,0.043,0.3,0.002,15.0,9.0
201907071600,강북구,0.008,0.043,0.3,0.002,15.0,6.0
201907071500,강북구,0.008,0.042,0.3,0.001,14.0,6.0
201907072300,강북구,0.009,0.035,0.3,0.002,15.0,5.0
201907070700,강서구,0.009,0.045,0.3,0.002,22.0,15.0
201907070600,강서구,0.006,0.048,0.3,0.002,22.0,18.0
201907070500,강서구,0.005,0.049,0.3,0.003,22.0,15.0
201907070400,강서구,0.005,0.049,0.3,0.003,22.0,18.0
201907070300,강서구,0.005,0.049,0.3,0.003,25.0,19.0
201907070200,강서구,0.007,0.047,0.3,0.003,25.0,20.0
201907070100,강서구,0.01,0.046,0.3,0.003,29.0,22.0
201907070000,강서구,0.012,0.045,0.3,0.002,32.0,23.0
201907071500,강서구,0.008,0.056,0.3,0.002,10.0,8.0
201907071400,강서구,0.008,0.054,0.3,0.002,13.0,9.0
201907071300,강서구,0.007,0.054,0.3,0.002,15.0,12.0
201907071200,강서구,0.008,0.053,0.3,0.002,16.0,13.0
201907071100,강서구,0.008,0.052,0.3,0.002,20.0,13.0
201907071000,강서구,0.008,0.051,0.3,0.002,22.0,13.0
201907070900,강서구,0.008,0.048,0.3,0.002,19.0,15.0
201907070800,강서구,0.008,0.048,0.3,0.002,20.0,15.0
201907072200,강서구,0.011,0.039,0.2,0.002,14.0,8.0
201907072100,강서구,0.013,0.039,0.3,0.002,12.0,9.0
201907072000,강서구,0.01,0.043,0.3,0.002,14.0,10.0
201907071900,강서구,0.011,0.045,0.3,0.002,12.0,10.0
201907071800,강서구,0.014,0.047,0.3,0.003,14.0,10.0
201907071700,강서구,0.011,0.054,0.3,0.003,15.0,10.0
201907071600,강서구,0.009,0.057,0.3,0.002,13.0,10.0
201907072300,강서구,0.01,0.04,0.2,0.002,12.0,5.0
201907070700,관악구,0.01,0.045,0.1,0.003,17.0,9.0
201907070600,관악구,0.008,0.048,0.1,0.003,19.0,9.0
201907070500,관악구,0.007,0.049,0.2,0.003,19.0,7.0
201907070400,관악구,0.006,0.047,0.2,0.003,13.0,11.0
201907070300,관악구,0.007,0.047,0.2,0.003,15.0,11.0
201907070200,관악구,0.009,0.047,0.2,0.003,21.0,10.0
201907070100,관악구,0.012,0.045,0.2,0.003,21.0,6.0
201907070000,관악구,0.015,0.043,0.2,0.003,25.0,18.0
201907071400,관악구,0.009,0.053,0.2,0.003,11.0,5.0
201907071300,관악구,0.008,0.053,0.2,0.003,16.0,6.0
201907071200,관악구,0.008,0.052,0.2,0.003,17.0,8.0
201907071100,관악구,0.009,0.051,0.2,0.003,16.0,8.0
201907071000,관악구,0.008,0.05,0.2,0.003,21.0,8.0
201907070900,관악구,0.01,0.047,0.2,0.003,16.0,10.0
201907070800,관악구,0.012,0.045,0.2,0.003,15.0,8.0
201907072200,관악구,0.012,0.038,0.2,0.003,15.0,7.0
201907072100,관악구,0.012,0.04,0.2,0.003,14.0,9.0
201907072000,관악구,0.012,0.042,0.2,0.003,17.0,7.0
201907071900,관악구,0.013,0.045,0.2,0.003,15.0,5.0
201907071800,관악구,0.012,0.049,0.2,0.003,12.0,5.0
201907071700,관악구,0.011,0.053,0.2,0.003,13.0,5.0
201907071600,관악구,0.009,0.055,0.2,0.003,11.0,5.0
201907071500,관악구,0.009,0.054,0.2,0.003,12.0,4.0
201907072300,관악구,0.01,0.04,0.1,0.003,11.0,4.0
201907070700,광진구,0.009,0.035,0.5,0.003,18.0,17.0
201907070600,광진구,0.007,0.037,0.5,0.004,0.0,18.0
201907070500,광진구,0.006,0.039,0.5,0.004,0.0,19.0
201907070400,광진구,0.006,0.039,0.5,0.003,0.0,17.0
201907070300,광진구,0.007,0.037,0.5,0.003,14.0,0.0
201907070200,광진구,0.007,0.038,0.5,0.003,17.0,11.0
