MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201906080600,강남구,0.015,0.027,0.2,0.006,14.0,9.0
201906080500,강남구,0.012,0.028,0.2,0.004,14.0,9.0
201906080400,강남구,0.012,0.03,0.3,0.004,16.0,10.0
201906080300,강남구,0.013,0.027,0.3,0.005,16.0,9.0
201906080200,강남구,0.016,0.029,0.4,0.004,14.0,9.0
201906080100,강남구,0.019,0.028,0.3,0.004,14.0,7.0
201906080000,강남구,0.012,0.04,0.3,0.005,12.0,8.0
201906081400,강남구,0.017,0.051,0.3,0.005,20.0,11.0
201906081300,강남구,0.017,0.043,0.3,0.004,17.0,9.0
201906081200,강남구,0.014,0.039,0.2,0.004,19.0,12.0
201906081100,강남구,0.015,0.038,0.3,0.004,20.0,11.0
201906081000,강남구,0.019,0.029,0.3,0.004,16.0,8.0
201906080900,강남구,0.019,0.026,0.3,0.005,17.0,11.0
201906080800,강남구,0.017,0.028,0.3,0.005,15.0,10.0
201906080700,강남구,0.016,0.028,0.3,0.004,16.0,10.0
201906082200,강남구,0.018,0.045,0.4,0.006,18.0,13.0
201906082100,강남구,0.017,0.051,0.4,0.006,18.0,15.0
201906082000,강남구,0.02,0.052,0.4,0.006,25.0,19.0
201906081900,강남구,0.021,0.054,0.5,0.006,0.0,19.0
201906081800,강남구,0.022,0.058,0.4,0.006,34.0,23.0
201906081700,강남구,0.025,0.057,0.4,0.006,45.0,24.0
201906081600,강남구,0.024,0.055,0.3,0.005,28.0,16.0
201906081500,강남구,0.014,0.055,0.2,0.005,19.0,11.0
201906082300,강남구,0.022,0.039,0.4,0.005,18.0,15.0
201906080600,강동구,0.021,0.017,0.4,0.003,17.0,11.0
201906080500,강동구,0.016,0.02,0.3,0.003,18.0,11.0
201906080400,강동구,0.017,0.02,0.4,0.003,18.0,12.0
201906080300,강동구,0.013,0.026,0.3,0.003,18.0,11.0
201906080200,강동구,0.019,0.024,0.4,0.003,17.0,10.0
201906080100,강동구,0.024,0.023,0.4,0.003,16.0,11.0
201906080000,강동구,0.017,0.029,0.3,0.004,16.0,10.0
201906081400,강동구,0.013,0.048,0.3,0.004,26.0,12.0
201906081300,강동구,0.014,0.042,0.3,0.003,24.0,9.0
201906081200,강동구,0.014,0.038,0.3,0.003,39.0,13.0
201906081100,강동구,0.012,0.038,0.3,0.004,23.0,10.0
201906081000,강동구,0.012,0.034,0.3,0.003,22.0,10.0
201906080900,강동구,0.016,0.029,0.3,0.003,21.0,11.0
201906080800,강동구,0.02,0.023,0.3,0.003,14.0,8.0
201906080700,강동구,0.029,0.013,0.3,0.003,22.0,12.0
201906082200,강동구,0.024,0.038,0.5,0.005,21.0,16.0
201906082100,강동구,0.022,0.042,0.5,0.005,20.0,14.0
201906082000,강동구,0.025,0.048,0.5,0.005,31.0,24.0
201906081900,강동구,0.028,0.054,0.5,0.004,36.0,22.0
201906081800,강동구,0.029,0.057,0.4,0.004,42.0,26.0
201906081700,강동구,0.033,0.051,0.4,0.004,33.0,18.0
201906081600,강동구,0.013,0.054,0.3,0.004,20.0,12.0
201906081500,강동구,0.014,0.051,0.3,0.004,22.0,10.0
201906082300,강동구,0.039,0.025,0.6,0.004,25.0,17.0
201906080600,강북구,0.007,0.024,0.3,0.002,21.0,8.0
201906080500,강북구,0.006,0.028,0.4,0.002,17.0,7.0
201906080400,강북구,0.005,0.029,0.4,0.002,17.0,8.0
201906080300,강북구,0.005,0.029,0.4,0.002,18.0,6.0
201906080200,강북구,0.006,0.031,0.4,0.002,18.0,8.0
201906080100,강북구,0.009,0.03,0.4,0.002,18.0,7.0
201906080000,강북구,0.009,0.032,0.5,0.002,18.0,8.0
201906081400,강북구,0.016,0.053,0.3,0.002,22.0,11.0
201906081300,강북구,0.016,0.049,0.3,0.002,25.0,12.0
201906081200,강북구,0.019,0.042,0.4,0.002,25.0,10.0
201906081100,강북구,0.019,0.04,0.4,0.002,24.0,11.0
201906081000,강북구,0.019,0.035,0.4,0.002,26.0,11.0
201906080900,강북구,0.019,0.032,0.4,0.002,33.0,8.0
201906080800,강북구,0.015,0.026,0.4,0.002,16.0,7.0
201906080700,강북구,0.015,0.02,0.4,0.002,15.0,4.0
201906082100,강북구,0.015,0.05,0.5,0.003,33.0,17.0
201906082000,강북구,0.014,0.062,0.5,0.004,34.0,20.0
201906081900,강북구,0.014,0.067,0.4,0.004,40.0,22.0
201906081800,강북구,0.014,0.069,0.4,0.003,39.0,21.0
201906081700,강북구,0.012,0.066,0.4,0.002,39.0,21.0
201906081600,강북구,0.017,0.06,0.4,0.002,30.0,16.0
201906081500,강북구,0.014,0.059,0.3,0.003,24.0,12.0
201906082300,강북구,0.014,0.04,0.5,0.003,43.0,24.0
201906082200,강북구,0.014,0.043,0.5,0.003,38.0,23.0
201906080700,강서구,0.028,0.022,0.4,0.004,18.0,13.0
201906080600,강서구,0.027,0.019,0.5,0.004,18.0,12.0
201906080500,강서구,0.019,0.032,0.6,0.003,18.0,14.0
201906080400,강서구,0.021,0.032,0.4,0.004,17.0,11.0
201906080300,강서구,0.022,0.032,0.5,0.004,16.0,13.0
201906080200,강서구,0.027,0.03,0.6,0.007,19.0,13.0
201906080100,강서구,0.034,0.024,0.5,0.005,16.0,13.0
201906080000,강서구,0.021,0.043,0.4,0.004,16.0,11.0
201906081400,강서구,0.028,0.07,0.4,0.004,27.0,16.0
201906081300,강서구,0.026,0.073,0.5,0.003,25.0,13.0
201906081200,강서구,0.028,0.062,0.5,0.003,22.0,12.0
201906081100,강서구,0.023,0.058,0.4,0.003,19.0,14.0
201906081000,강서구,0.023,0.052,0.4,0.003,20.0,12.0
201906080900,강서구,0.023,0.04,0.4,0.003,20.0,11.0
201906080800,강서구,0.024,0.036,0.4,0.003,18.0,9.0
201906082200,강서구,0.033,0.048,0.5,0.011,30.0,21.0
201906082100,강서구,0.022,0.064,0.5,0.011,27.0,19.0
201906082000,강서구,0.02,0.068,0.5,0.012,24.0,19.0
201906081900,강서구,0.016,0.069,0.5,0.009,25.0,18.0
201906081800,강서구,0.019,0.072,0.5,0.01,28.0,20.0
201906081700,강서구,0.02,0.081,0.4,0.007,35.0,24.0
201906081600,강서구,0.023,0.088,0.4,0.005,38.0,27.0
201906081500,강서구,0.031,0.08,0.4,0.005,43.0,26.0
201906082300,강서구,0.041,0.037,0.7,0.013,34.0,23.0
201906080600,관악구,0.024,0.026,0.3,0.004,21.0,13.0
201906080500,관악구,0.021,0.029,0.3,0.004,18.0,14.0
201906080400,관악구,0.026,0.023,0.4,0.004,18.0,14.0
201906080300,관악구,0.023,0.029,0.3,0.004,20.0,18.0
201906080200,관악구,0.027,0.027,0.4,0.004,19.0,16.0
201906080100,관악구,0.029,0.028,0.4,0.004,21.0,11.0
201906080000,관악구,0.019,0.042,0.3,0.004,18.0,16.0
201906081400,관악구,0.02,0.059,0.2,0.004,27.0,13.0
201906081300,관악구,0.024,0.048,0.3,0.004,24.0,15.0
201906081200,관악구,0.023,0.046,0.2,0.004,26.0,13.0
201906081100,관악구,0.026,0.039,0.2,0.004,20.0,12.0
201906081000,관악구,0.027,0.035,0.2,0.004,26.0,12.0
201906080900,관악구,0.023,0.035,0.2,0.004,20.0,19.0
201906080800,관악구,0.026,0.031,0.2,0.004,0.0,19.0
201906080700,관악구,0.029,0.026,0.2,0.004,16.0,11.0
201906082200,관악구,0.031,0.043,0.4,0.004,27.0,16.0
201906082100,관악구,0.026,0.053,0.3,0.004,25.0,16.0
201906082000,관악구,0.022,0.059,0.3,0.004,30.0,15.0
201906081900,관악구,0.021,0.062,0.4,0.004,40.0,30.0
201906081800,관악구,0.024,0.064,0.5,0.004,45.0,21.0
201906081700,관악구,0.021,0.078,0.3,0.004,59.0,21.0
201906081600,관악구,0.027,0.077,0.3,0.004,0.0,0.0
201906081500,관악구,0.029,0.064,0.3,0.004,0.0,13.0
201906082300,관악구,0.047,0.026,0.5,0.004,43.0,24.0
201906080700,광진구,0.014,0.032,0.5,0.005,19.0,15.0
201906080600,광진구,0.012,0.035,0.5,0.005,14.0,12.0
201906080500,광진구,0.012,0.034,0.5,0.005,0.0,18.0
201906080400,광진구,0.013,0.031,0.5,0.005,13.0,13.0
201906080300,광진구,0.014,0.03,0.5,0.005,0.0,18.0
201906080200,광진구,0.016,0.03,0.5,0.005,18.0,17.0
201906080100,광진구,0.021,0.027,0.6,0.005,0.0,0.0
201906080000,광진구,0.017,0.036,0.5,0.005,14.0,12.0
201906081500,광진구,0.016,0.056,0.5,0.005,22.0,13.0
201906081400,광진구,0.019,0.048,0.5,0.005,28.0,19.0
201906081300,광진구,0.017,0.047,0.5,0.005,29.0,20.0
201906081200,광진구,0.015,0.047,0.5,0.005,26.0,17.0
201906081100,광진구,0.014,0.043,0.5,0.005,25.0,19.0
201906081000,광진구,0.017,0.037,0.5,0.005,27.0,18.0
201906080900,광진구,0.016,0.035,0.5,0.005,22.0,16.0
201906080800,광진구,0.017,0.031,0.5,0.005,22.0,22.0
201906082200,광진구,0.023,0.041,0.7,0.007,0.0,28.0
201906082100,광진구,0.022,0.047,0.6,0.007,0.0,23.0
201906082000,광진구,0.024,0.053,0.7,0.007,27.0,22.0
201906081900,광진구,0.025,0.063,0.7,0.007,48.0,38.0
201906081800,광진구,0.029,0.068,0.6,0.007,53.0,47.0
201906081700,광진구,0.034,0.059,0.6,0.006,67.0,41.0
201906081600,광진구,0.021,0.058,0.5,0.005,29.0,16.0
201906082300,광진구,0.043,0.016,0.8,0.006,32.0,30.0
