MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
202005210600,강남구,0.018,0.012,0.3,0.002,10.0,5.0
202005210500,강남구,0.012,0.015,0.3,0.002,11.0,5.0
202005210400,강남구,0.014,0.013,0.3,0.002,8.0,5.0
202005210300,강남구,0.014,0.016,0.3,0.002,10.0,6.0
202005210200,강남구,0.024,0.007,0.3,0.002,9.0,5.0
202005210100,강남구,0.028,0.006,0.4,0.002,7.0,6.0
202005210000,강남구,0.027,0.009,0.4,0.002,7.0,5.0
202005211400,강남구,0.018,0.037,0.3,0.002,15.0,7.0
202005211300,강남구,0.017,0.031,0.3,0.002,15.0,6.0
202005211200,강남구,0.013,0.033,0.3,0.002,14.0,6.0
202005211100,강남구,0.017,0.023,0.3,0.002,17.0,6.0
202005211000,강남구,0.022,0.016,0.3,0.002,13.0,2.0
202005210900,강남구,0.023,0.014,0.3,0.002,16.0,6.0
202005210800,강남구,0.026,0.008,0.3,0.002,12.0,5.0
202005210700,강남구,0.025,0.007,0.3,0.002,12.0,4.0
202005212100,강남구,0.033,0.031,0.4,0.002,21.0,15.0
202005212000,강남구,0.034,0.031,0.4,0.002,22.0,14.0
202005211900,강남구,0.03,0.036,0.4,0.002,22.0,13.0
202005211800,강남구,0.033,0.037,0.4,0.002,27.0,15.0
202005211700,강남구,0.032,0.039,0.4,0.002,28.0,12.0
202005211600,강남구,0.026,0.041,0.4,0.002,21.0,9.0
202005211500,강남구,0.023,0.037,0.4,0.002,18.0,9.0
202005212300,강남구,0.059,0.015,0.6,0.003,39.0,28.0
202005212200,강남구,0.063,0.015,0.6,0.003,33.0,22.0
202005210600,강동구,0.019,0.006,0.3,0.003,11.0,6.0
202005210500,강동구,0.014,0.013,0.3,0.002,10.0,7.0
202005210400,강동구,0.018,0.009,0.3,0.003,10.0,6.0
202005210300,강동구,0.014,0.014,0.3,0.003,9.0,8.0
202005210200,강동구,0.021,0.009,0.3,0.003,11.0,6.0
202005210100,강동구,0.029,0.003,0.4,0.003,11.0,6.0
202005210000,강동구,0.033,0.003,0.4,0.003,12.0,6.0
202005211400,강동구,0.014,0.038,0.3,0.003,14.0,7.0
202005211300,강동구,0.012,0.036,0.3,0.003,15.0,9.0
202005211200,강동구,0.014,0.029,0.3,0.003,15.0,7.0
202005211100,강동구,0.011,0.027,0.3,0.002,12.0,5.0
202005211000,강동구,0.012,0.023,0.3,0.003,12.0,4.0
202005210900,강동구,0.012,0.021,0.3,0.003,10.0,4.0
202005210800,강동구,0.02,0.014,0.3,0.003,8.0,1.0
202005210700,강동구,0.021,0.01,0.3,0.003,11.0,4.0
202005212100,강동구,0.029,0.036,0.4,0.003,22.0,14.0
202005212000,강동구,0.03,0.036,0.4,0.002,23.0,14.0
202005211900,강동구,0.02,0.047,0.3,0.003,22.0,11.0
202005211800,강동구,0.021,0.047,0.3,0.003,25.0,14.0
202005211700,강동구,0.021,0.044,0.3,0.003,21.0,11.0
202005211600,강동구,0.019,0.044,0.3,0.003,17.0,8.0
202005211500,강동구,0.015,0.042,0.3,0.003,15.0,6.0
202005212300,강동구,0.049,0.018,0.5,0.003,27.0,15.0
202005212200,강동구,0.025,0.039,0.4,0.003,22.0,14.0
202005210600,강북구,0.009,0.011,0.3,0.002,9.0,5.0
202005210500,강북구,0.007,0.013,0.3,0.002,6.0,6.0
202005210400,강북구,0.007,0.014,0.3,0.002,8.0,4.0
202005210300,강북구,0.007,0.013,0.3,0.002,8.0,4.0
202005210200,강북구,0.008,0.014,0.3,0.002,8.0,4.0
202005210100,강북구,0.009,0.014,0.4,0.002,7.0,4.0
202005210000,강북구,0.01,0.013,0.4,0.002,8.0,4.0
202005211400,강북구,0.017,0.03,0.4,0.002,22.0,8.0
202005211300,강북구,0.015,0.027,0.3,0.002,19.0,11.0
202005211200,강북구,0.011,0.027,0.3,0.002,17.0,7.0
202005211100,강북구,0.015,0.023,0.3,0.002,25.0,8.0
202005211000,강북구,0.016,0.02,0.3,0.002,22.0,8.0
202005210900,강북구,0.015,0.018,0.3,0.002,15.0,4.0
202005210800,강북구,0.016,0.016,0.3,0.002,12.0,3.0
202005210700,강북구,0.013,0.01,0.3,0.002,8.0,4.0
202005212100,강북구,0.03,0.023,0.4,0.003,45.0,22.0
202005212000,강북구,0.036,0.025,0.4,0.003,43.0,21.0
202005211900,강북구,0.03,0.029,0.5,0.002,35.0,19.0
202005211800,강북구,0.022,0.035,0.4,0.002,29.0,16.0
202005211700,강북구,0.021,0.037,0.4,0.002,32.0,15.0
202005211600,강북구,0.02,0.035,0.4,0.002,27.0,11.0
202005211500,강북구,0.018,0.032,0.3,0.002,23.0,9.0
202005212300,강북구,0.025,0.016,0.4,0.002,30.0,19.0
202005212200,강북구,0.028,0.018,0.5,0.002,35.0,21.0
202005210600,강서구,0.017,0.015,0.3,0.002,9.0,4.0
202005210500,강서구,0.015,0.016,0.3,0.002,10.0,3.0
