MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201011052300,강남구,0.066,0.006,0.7,0.008,180.0,126.0
201011052200,강남구,0.081,0.003,0.8,0.008,190.0,141.0
201011052100,강남구,0.095,0.002,1.1,0.01,175.0,119.0
201011052000,강남구,0.084,0.006,1.0,0.012,150.0,95.0
201011051900,강남구,0.063,0.019,0.8,0.013,167.0,103.0
201011051800,강남구,0.076,0.016,0.8,0.017,168.0,105.0
201011051700,강남구,0.069,0.019,0.8,0.02,180.0,111.0
201011051600,강남구,0.057,0.025,0.7,0.021,186.0,103.0
201011051500,강남구,0.064,0.018,0.8,0.018,164.0,110.0
201011051400,강남구,0.068,0.006,0.8,0.012,151.0,120.0
201011051300,강남구,0.059,0.008,0.8,0.013,127.0,88.0
201011051200,강남구,0.056,0.006,0.7,0.011,121.0,75.0
201011051100,강남구,0.056,0.005,0.7,0.009,108.0,66.0
201011051000,강남구,0.059,0.003,0.7,0.007,98.0,53.0
201011050900,강남구,0.056,0.002,0.7,0.005,100.0,54.0
201011050800,강남구,0.055,0.001,0.8,0.004,104.0,43.0
201011050700,강남구,0.053,0.001,0.8,0.004,111.0,48.0
201011050600,강남구,0.052,0.001,0.7,0.004,83.0,50.0
201011050500,강남구,0.05,0.001,0.6,0.005,86.0,56.0
201011050400,강남구,0.054,0.001,0.7,0.005,88.0,57.0
201011050300,강남구,0.056,0.001,0.6,0.006,91.0,60.0
201011050200,강남구,0.062,0.002,0.6,0.007,98.0,58.0
201011050100,강남구,0.068,0.001,0.7,0.007,99.0,63.0
201011050000,강남구,0.071,0.001,0.6,0.009,106.0,69.0
201011052300,강동구,0.074,0.002,1.2,0.01,152.0,107.0
201011052200,강동구,0.071,0.004,1.2,0.01,141.0,118.0
201011052100,강동구,0.076,0.002,1.3,0.012,160.0,114.0
201011052000,강동구,0.076,0.006,1.2,0.014,148.0,95.0
201011051900,강동구,0.051,0.031,1.0,0.015,145.0,97.0
201011051800,강동구,0.041,0.046,1.0,0.016,166.0,99.0
201011051700,강동구,0.034,0.053,0.9,0.017,178.0,103.0
201011051600,강동구,0.041,0.038,0.9,0.016,0.0,102.0
201011051500,강동구,0.0,0.0,0.0,0.0,0.0,78.0
201011051400,강동구,0.0,0.0,0.0,0.0,0.0,72.0
201011051300,강동구,0.0,0.0,0.0,0.0,0.0,68.0
201011051200,강동구,0.0,0.0,0.0,0.0,0.0,65.0
201011051100,강동구,0.0,0.0,0.0,0.0,0.0,68.0
201011051000,강동구,0.0,0.0,0.0,0.0,0.0,51.0
201011050900,강동구,0.0,0.0,0.0,0.0,0.0,44.0
201011050800,강동구,0.0,0.0,0.0,0.0,0.0,49.0
201011050700,강동구,0.0,0.0,0.0,0.0,0.0,59.0
201011050600,강동구,0.0,0.0,0.0,0.0,0.0,42.0
201011050500,강동구,0.0,0.0,0.0,0.0,0.0,52.0
201011050400,강동구,0.0,0.0,0.0,0.0,0.0,56.0
201011050300,강동구,0.0,0.0,0.0,0.0,0.0,62.0
201011050200,강동구,0.0,0.0,0.0,0.0,0.0,63.0
201011050100,강동구,0.0,0.0,0.0,0.0,0.0,65.0
201011050000,강동구,0.0,0.0,0.0,0.0,0.0,75.0
201011052300,강북구,0.069,0.023,1.0,0.01,133.0,101.0
201011052200,강북구,0.061,0.024,0.8,0.01,144.0,103.0
201011052100,강북구,0.069,0.016,0.9,0.01,144.0,104.0
201011052000,강북구,0.056,0.027,0.8,0.01,138.0,103.0
201011051900,강북구,0.051,0.035,0.8,0.013,137.0,95.0
201011051800,강북구,0.053,0.036,0.8,0.016,130.0,96.0
201011051700,강북구,0.043,0.046,0.7,0.017,134.0,90.0
201011051600,강북구,0.057,0.031,0.8,0.015,133.0,90.0
201011051500,강북구,0.072,0.008,0.9,0.01,130.0,91.0
201011051400,강북구,0.064,0.01,0.8,0.009,128.0,90.0
201011051300,강북구,0.06,0.009,0.8,0.008,117.0,81.0
201011051200,강북구,0.06,0.005,0.8,0.006,112.0,81.0
201011051100,강북구,0.062,0.004,0.9,0.005,121.0,83.0
201011051000,강북구,0.058,0.003,0.9,0.004,103.0,76.0
201011050900,강북구,0.061,0.003,1.0,0.004,88.0,63.0
201011050800,강북구,0.067,0.003,1.2,0.004,87.0,59.0
201011050700,강북구,0.07,0.003,1.1,0.005,85.0,59.0
201011050600,강북구,0.065,0.002,1.1,0.004,83.0,54.0
201011050500,강북구,0.061,0.003,1.1,0.004,82.0,54.0
201011050400,강북구,0.063,0.003,1.1,0.004,88.0,60.0
201011050300,강북구,0.07,0.003,1.1,0.005,87.0,62.0
201011050200,강북구,0.076,0.003,1.0,0.007,97.0,66.0
201011050100,강북구,0.089,0.003,1.1,0.006,100.0,65.0
201011050000,강북구,0.101,0.003,1.5,0.008,96.0,63.0
201011052300,관악구,0.064,0.01,1.2,0.008,193.0,130.0
201011052200,관악구,0.066,0.012,1.2,0.009,229.0,163.0
201011052100,관악구,0.073,0.009,1.4,0.01,235.0,147.0
201011052000,관악구,0.064,0.016,1.3,0.01,218.0,116.0
201011051900,관악구,0.06,0.021,1.1,0.01,169.0,107.0
201011051800,관악구,0.043,0.04,1.0,0.011,157.0,96.0
201011051700,관악구,0.031,0.051,0.9,0.014,162.0,100.0
201011051600,관악구,0.028,0.053,0.9,0.017,160.0,94.0
201011051500,관악구,0.027,0.052,0.9,0.017,183.0,101.0
201011051400,관악구,0.034,0.04,0.9,0.017,195.0,112.0
201011051300,관악구,0.049,0.022,1.0,0.013,143.0,112.0
201011051200,관악구,0.058,0.008,1.1,0.009,130.0,99.0
201011051100,관악구,0.056,0.005,1.1,0.007,121.0,72.0
201011051000,관악구,0.055,0.004,1.2,0.005,118.0,67.0
201011050900,관악구,0.062,0.002,1.5,0.004,115.0,62.0
201011050800,관악구,0.064,0.002,1.4,0.004,108.0,52.0
201011050700,관악구,0.059,0.002,1.2,0.004,120.0,54.0
201011050600,관악구,0.054,0.002,1.1,0.005,115.0,56.0
201011050500,관악구,0.055,0.003,1.1,0.004,95.0,54.0
201011050400,관악구,0.059,0.002,1.1,0.004,93.0,58.0
201011050300,관악구,0.064,0.002,1.3,0.005,101.0,61.0
201011050200,관악구,0.072,0.002,1.2,0.007,106.0,63.0
201011050100,관악구,0.077,0.002,1.3,0.007,109.0,64.0
201011050000,관악구,0.078,0.002,1.2,0.009,128.0,80.0
201011052300,광진구,0.065,0.006,1.4,0.007,161.0,120.0
201011052200,광진구,0.067,0.007,1.3,0.009,180.0,131.0
201011052100,광진구,0.063,0.01,1.3,0.01,174.0,121.0
201011052000,광진구,0.054,0.023,1.3,0.01,145.0,95.0
201011051900,광진구,0.039,0.043,1.2,0.012,142.0,90.0
201011051800,광진구,0.037,0.05,1.1,0.015,154.0,97.0
201011051700,광진구,0.037,0.051,1.1,0.018,161.0,92.0
