MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201712150000,강남구,0.051,0.002,0.8,0.004,57.0,51.0
201712150100,강남구,0.05,0.002,0.8,0.004,50.0,45.0
201712150200,강남구,0.049,0.002,0.8,0.005,56.0,56.0
201712150300,강남구,0.05,0.002,0.9,0.005,57.0,56.0
201712150400,강남구,0.045,0.002,0.8,0.005,54.0,53.0
201712150500,강남구,0.043,0.002,0.8,0.005,50.0,47.0
201712150600,강남구,0.043,0.002,0.8,0.004,52.0,50.0
201712150700,강남구,0.048,0.002,0.9,0.006,53.0,52.0
201712150800,강남구,0.05,0.002,1.0,0.006,55.0,52.0
201712150900,강남구,0.049,0.002,1.0,0.005,50.0,47.0
201712151000,강남구,0.05,0.002,1.0,0.005,53.0,51.0
201712151100,강남구,0.052,0.003,1.0,0.005,55.0,53.0
201712151200,강남구,0.057,0.003,1.0,0.006,62.0,56.0
201712151300,강남구,0.067,0.003,1.2,0.007,67.0,60.0
201712151400,강남구,0.071,0.003,1.2,0.007,72.0,64.0
201712151500,강남구,0.074,0.003,1.1,0.007,75.0,65.0
201712151600,강남구,0.074,0.002,1.1,0.007,77.0,72.0
201712151700,강남구,0.081,0.002,1.3,0.006,82.0,73.0
201712151800,강남구,0.07,0.002,1.0,0.006,80.0,70.0
201712151900,강남구,0.061,0.002,0.7,0.007,54.0,46.0
201712152000,강남구,0.058,0.002,0.7,0.007,50.0,46.0
201712152100,강남구,0.055,0.002,0.7,0.007,46.0,42.0
201712152200,강남구,0.066,0.002,1.0,0.008,48.0,46.0
201712152300,강남구,0.074,0.002,1.2,0.008,68.0,59.0
201712150000,강동구,0.062,0.002,1.1,0.004,80.0,59.0
201712150100,강동구,0.054,0.002,1.1,0.004,72.0,55.0
201712150200,강동구,0.056,0.002,1.2,0.004,79.0,58.0
201712150300,강동구,0.048,0.002,1.0,0.003,69.0,61.0
201712150400,강동구,0.043,0.002,0.9,0.005,47.0,33.0
201712150500,강동구,0.048,0.002,1.1,0.004,63.0,46.0
201712150600,강동구,0.047,0.002,1.1,0.004,71.0,54.0
201712150700,강동구,0.045,0.002,1.0,0.004,71.0,42.0
201712150800,강동구,0.047,0.002,1.0,0.004,63.0,40.0
201712150900,강동구,0.047,0.002,1.0,0.005,61.0,35.0
201712151000,강동구,0.051,0.002,1.1,0.005,62.0,59.0
201712151100,강동구,0.052,0.003,1.0,0.004,79.0,64.0
201712151200,강동구,0.052,0.003,1.0,0.005,81.0,59.0
201712151300,강동구,0.062,0.003,1.2,0.005,84.0,64.0
201712151400,강동구,0.07,0.003,1.3,0.005,88.0,64.0
201712151500,강동구,0.077,0.002,1.3,0.006,122.0,69.0
201712151600,강동구,0.077,0.002,1.2,0.006,140.0,75.0
201712151700,강동구,0.074,0.002,1.2,0.006,123.0,69.0
201712151800,강동구,0.072,0.002,1.1,0.006,115.0,58.0
201712151900,강동구,0.078,0.002,1.2,0.006,104.0,53.0
201712152000,강동구,0.081,0.002,1.3,0.006,99.0,60.0
201712152100,강동구,0.08,0.002,1.3,0.006,101.0,75.0
201712152200,강동구,0.082,0.002,1.3,0.006,118.0,85.0
201712152300,강동구,0.085,0.002,1.4,0.007,110.0,88.0
201712150000,강북구,0.05,0.002,0.9,0.003,48.0,34.0
201712150100,강북구,0.053,0.002,1.1,0.003,58.0,36.0
201712150200,강북구,0.051,0.002,0.9,0.003,55.0,35.0
201712150300,강북구,0.055,0.002,0.9,0.003,58.0,40.0
201712150400,강북구,0.052,0.002,1.0,0.003,53.0,35.0
201712150500,강북구,0.053,0.002,0.9,0.003,58.0,36.0
201712150600,강북구,0.055,0.002,1.0,0.003,55.0,36.0
201712150700,강북구,0.058,0.002,1.4,0.004,66.0,42.0
201712150800,강북구,0.065,0.002,1.1,0.004,64.0,43.0
201712150900,강북구,0.065,0.002,1.2,0.004,69.0,47.0
201712151000,강북구,0.075,0.003,1.6,0.005,82.0,56.0
201712151100,강북구,0.081,0.004,1.4,0.005,108.0,72.0
201712151200,강북구,0.092,0.003,1.6,0.006,112.0,78.0
201712151300,강북구,0.095,0.003,1.6,0.006,134.0,91.0
201712151400,강북구,0.088,0.003,1.4,0.006,119.0,80.0
201712151500,강북구,0.089,0.003,1.3,0.006,116.0,74.0
201712151600,강북구,0.095,0.003,1.4,0.006,112.0,77.0
201712151700,강북구,0.095,0.002,1.6,0.006,124.0,84.0
201712151800,강북구,0.097,0.002,1.6,0.005,117.0,82.0
201712151900,강북구,0.103,0.002,1.7,0.006,116.0,80.0
201712152000,강북구,0.102,0.002,1.7,0.006,114.0,76.0
