MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201807092300,강남구,0.021,0.002,0.3,0.005,3.0,2.0
201807092200,강남구,0.022,0.002,0.3,0.004,4.0,2.0
201807092100,강남구,0.023,0.002,0.3,0.005,4.0,4.0
201807092000,강남구,0.024,0.002,0.3,0.005,5.0,3.0
201807091900,강남구,0.023,0.003,0.3,0.004,5.0,4.0
201807091800,강남구,0.022,0.003,0.3,0.005,5.0,3.0
201807091700,강남구,0.021,0.004,0.3,0.004,5.0,3.0
201807091600,강남구,0.021,0.005,0.3,0.004,3.0,1.0
201807091500,강남구,0.0,0.0,0.0,0.0,0.0,0.0
201807091400,강남구,0.0,0.0,0.0,0.0,0.0,0.0
201807091300,강남구,0.019,0.007,0.3,0.004,10.0,5.0
201807091200,강남구,0.022,0.005,0.3,0.004,13.0,5.0
201807091100,강남구,0.023,0.004,0.4,0.004,10.0,3.0
201807091000,강남구,0.021,0.006,0.3,0.004,8.0,3.0
201807090900,강남구,0.021,0.006,0.3,0.004,8.0,3.0
201807090800,강남구,0.022,0.005,0.3,0.003,6.0,3.0
201807090700,강남구,0.02,0.006,0.2,0.005,4.0,4.0
201807090600,강남구,0.012,0.012,0.2,0.004,3.0,2.0
201807090500,강남구,0.008,0.014,0.2,0.004,6.0,1.0
201807090400,강남구,0.007,0.016,0.2,0.004,5.0,4.0
201807090300,강남구,0.008,0.016,0.2,0.003,7.0,4.0
201807090200,강남구,0.01,0.014,0.3,0.004,7.0,4.0
201807090100,강남구,0.014,0.014,0.2,0.004,4.0,4.0
201807090000,강남구,0.015,0.016,0.2,0.005,12.0,5.0
201807092300,강동구,0.014,0.005,0.3,0.004,6.0,2.0
201807092200,강동구,0.016,0.006,0.3,0.004,8.0,4.0
201807092100,강동구,0.019,0.003,0.4,0.003,13.0,8.0
201807092000,강동구,0.019,0.003,0.4,0.003,7.0,4.0
201807091900,강동구,0.017,0.005,0.3,0.004,8.0,4.0
201807091800,강동구,0.014,0.006,0.3,0.003,11.0,4.0
201807091700,강동구,0.016,0.006,0.3,0.004,14.0,8.0
201807091600,강동구,0.016,0.005,0.3,0.004,18.0,7.0
201807091500,강동구,0.017,0.005,0.3,0.004,20.0,9.0
201807091400,강동구,0.016,0.006,0.3,0.003,16.0,5.0
201807091300,강동구,0.015,0.008,0.3,0.003,18.0,6.0
201807091200,강동구,0.018,0.006,0.3,0.004,26.0,8.0
201807091100,강동구,0.019,0.005,0.3,0.003,28.0,9.0
201807091000,강동구,0.017,0.006,0.3,0.004,23.0,6.0
201807090900,강동구,0.019,0.006,0.3,0.004,28.0,4.0
201807090800,강동구,0.016,0.004,0.3,0.003,19.0,5.0
201807090700,강동구,0.014,0.01,0.3,0.003,8.0,2.0
201807090600,강동구,0.008,0.015,0.2,0.003,8.0,4.0
201807090500,강동구,0.006,0.016,0.2,0.003,9.0,1.0
201807090400,강동구,0.006,0.017,0.2,0.003,8.0,4.0
201807090300,강동구,0.006,0.017,0.2,0.003,6.0,8.0
201807090200,강동구,0.007,0.015,0.2,0.003,10.0,5.0
