MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25,
369,2.01001E+11,"성동구,0.022",0.011,0.5,0.006,29,17,NA
370,2.01001E+11,"성동구,0.028",0.008,0.6,0.006,29,15,NA
371,2.01001E+11,"성동구,0.031",0.009,0.7,0.007,30,15,NA
372,2.01001E+11,"성동구,0.03",0.009,0.8,0.007,31,16,NA
373,2.01001E+11,"성동구,0.026",0.013,0.7,0.006,31,23,NA
374,2.01001E+11,"성동구,0.022",0.017,0.6,0.006,19,8,NA
375,2.01001E+11,"성동구,0.022",0.017,0.6,0.006,27,14,NA
376,2.01001E+11,"성동구,0.024",0.015,0.6,0.006,25,14,NA
377,2.01001E+11,"성동구,0.029",0.011,0.6,0.006,30,16,NA
378,2.01001E+11,"성동구,0.035",0.006,0.7,0.006,40,25,NA
379,2.01001E+11,"성동구,0.038",0.003,0.7,0.006,38,25,NA
380,2.01001E+11,"성동구,0.037",0.003,0.6,0.006,34,17,NA
381,2.01001E+11,"성동구,0.036",0.003,0.7,0.006,33,18,NA
382,2.01001E+11,"성동구,0.035",0.002,0.6,0.006,37,17,NA
383,2.01001E+11,"성동구,0.034",0.003,0.6,0.006,39,28,NA
384,2.01001E+11,"성동구,0.033",0.002,0.6,0.006,38,24,NA
385,2.01001E+11,"성북구,0.02",0.018,0.4,0.005,22,14,NA
386,2.01001E+11,"성북구,0.028",0.012,0.5,0.005,26,15,NA
387,2.01001E+11,"성북구,0.031",0.008,0.5,0.005,32,15,NA
388,2.01001E+11,"성북구,0.026",0.011,0.5,0.005,25,18,NA
389,2.01001E+11,"성북구,0.027",0.01,0.6,0.005,32,19,NA
390,2.01001E+11,"성북구,0.033",0.006,0.6,0.006,31,19,NA
391,2.01001E+11,"성북구,0.028",0.009,0.5,0.006,30,15,NA
392,2.01001E+11,"성북구,0.033",0.007,0.6,0.006,31,19,NA
393,2.01001E+11,"성북구,0.042",0.002,0.8,0.006,32,17,NA
394,2.01001E+11,"성북구,0.05",0.002,1,0.007,37,22,NA
395,2.01001E+11,"성북구,0.046",0.004,1.1,0.007,35,19,NA
396,2.01001E+11,"성북구,0.048",0.005,1.1,0.008,38,28,NA
397,2.01001E+11,"성북구,0.04",0.007,0.8,0.007,37,18,NA
398,2.01001E+11,"성북구,0.036",0.011,0.7,0.005,28,16,NA
399,2.01001E+11,"성북구,0.04",0.008,0.8,0.006,34,20,NA
400,2.01001E+11,"성북구,0.041",0.008,0.8,0.006,32,14,NA
401,2.01001E+11,"성북구,0.044",0.006,0.8,0.006,30,19,NA
402,2.01001E+11,"성북구,0.049",0.003,0.9,0.006,39,18,NA
403,2.01001E+11,"성북구,0.05",0.001,0.8,0.006,33,21,NA
404,2.01001E+11,"성북구,0.048",0.001,0.8,0.005,34,20,NA
405,2.01001E+11,"성북구,0.046",0.001,0.8,0.005,33,18,NA
406,2.01001E+11,"성북구,0.046",0.001,0.8,0.005,40,12,NA
407,2.01001E+11,"성북구,0.044",0.001,0.7,0.005,42,30,NA
408,2.01001E+11,"성북구,0.043",0.001,0.7,0.005,36,28,NA
409,2.01001E+11,"송파구,0.02",0.014,0.4,0.005,25,16,NA
410,2.01001E+11,"송파구,0.03",0.009,0.4,0.005,27,12,NA
411,2.01001E+11,"송파구,0.025",0.01,0.5,0.006,27,17,NA
412,2.01001E+11,"송파구,0.019",0.015,0.5,0.006,32,15,NA
413,2.01001E+11,"송파구,0.016",0.016,0.4,0.005,28,16,NA
414,2.01001E+11,"송파구,0.022",0.013,0.5,0.005,30,17,NA
415,2.01001E+11,"송파구,0.029",0.004,0.7,0.005,32,13,NA
416,2.01001E+11,"송파구,0.031",0.004,0.8,0.006,32,22,NA
417,2.01001E+11,"송파구,0.038",0.003,0.9,0.007,35,17,NA
418,2.01001E+11,"송파구,0.036",0.004,1.2,0.011,38,25,NA
419,2.01001E+11,"송파구,0.037",0.006,1,0.01,39,23,NA
420,2.01001E+11,"송파구,0.032",0.011,0.8,0.009,39,26,NA
421,2.01001E+11,"송파구,0.02",0.019,0.5,0.007,35,20,NA
422,2.01001E+11,"송파구,0.021",0.019,0.5,0.007,27,18,NA
423,2.01001E+11,"송파구,0.019",0.022,0.4,0.007,27,14,NA
424,2.01001E+11,"송파구,0.019",0.022,0.4,0.008,28,16,NA
425,2.01001E+11,"송파구,0.025",0.017,0.5,0.008,24,13,NA
426,2.01001E+11,"송파구,0.028",0.013,0.5,0.007,35,16,NA
427,2.01001E+11,"송파구,0.038",0.006,0.6,0.007,27,17,NA
428,2.01001E+11,"송파구,0.039",0.003,0.7,0.008,34,16,NA
429,2.01001E+11,"송파구,0.032",0.005,0.5,0.006,27,18,NA
430,2.01001E+11,"송파구,0.029",0.007,0.5,0.006,32,15,NA
431,2.01001E+11,"송파구,0.028",0.008,0.4,0.005,39,27,NA
432,2.01001E+11,"송파구,0.03",0.005,0.5,0.005,37,21,NA
433,2.01001E+11,"양천구,0.034",0.007,0.7,0.007,29,22,NA
434,2.01001E+11,"양천구,0.029",0.011,0.6,0.007,29,21,NA
435,2.01001E+11,"양천구,0.022",0.019,0.6,0.008,31,14,NA
436,2.01001E+11,"양천구,0.029",0.012,0.6,0.009,31,13,NA
437,2.01001E+11,"양천구,0.028",0.012,0.6,0.008,31,17,NA
438,2.01001E+11,"양천구,0.025",0.014,0.6,0.007,29,21,NA
439,2.01001E+11,"양천구,0.034",0.007,0.7,0.007,28,15,NA
440,2.01001E+11,"양천구,0.04",0.004,0.8,0.007,37,21,NA
441,2.01001E+11,"양천구,0.041",0.004,0.9,0.008,33,18,NA
442,2.01001E+11,"양천구,0.039",0.006,0.9,0.008,36,19,NA
443,2.01001E+11,"양천구,0.038",0.01,0.9,0.008,33,21,NA
444,2.01001E+11,"양천구,0.033",0.013,0.8,0.009,35,18,NA
445,2.01001E+11,"양천구,0.027",0.018,0.6,0.007,30,15,NA
446,2.01001E+11,"양천구,0.031",0.016,0.7,0.008,33,22,NA
447,2.01001E+11,"양천구,0.033",0.015,0.7,0.008,34,20,NA
448,2.01001E+11,"양천구,0.036",0.013,0.7,0.008,34,21,NA
449,2.01001E+11,"양천구,0.043",0.009,0.8,0.009,46,21,NA
450,2.01001E+11,"양천구,0.043",0.007,0.8,0.008,51,27,NA
451,2.01001E+11,"양천구,0.049",0.003,0.9,0.008,49,24,NA
452,2.01001E+11,"양천구,0.049",0.002,1,0.008,45,21,NA
453,2.01001E+11,"양천구,0.049",0.002,1,0.008,39,21,NA
454,2.01001E+11,"양천구,0.049",0.002,0.9,0.008,40,22,NA
455,2.01001E+11,"양천구,0.043",0.002,0.8,0.007,37,21,NA
456,2.01001E+11,"양천구,0.042",0.002,0.7,0.008,34,22,NA
457,2.01001E+11,영등포구,0,0.003,0.5,0.007,36,19
458,2.01001E+11,영등포구,0.024,0.014,0.5,0.008,31,20
459,2.01001E+11,영등포구,0.024,0.015,0.5,0.009,25,15
460,2.01001E+11,영등포구,0.027,0.012,0.5,0.01,29,15
461,2.01001E+11,영등포구,0.029,0.009,0.6,0.01,32,16
462,2.01001E+11,영등포구,0.029,0.008,0.5,0.01,28,18
463,2.01001E+11,영등포구,0.036,0.002,0.6,0.008,27,20
464,2.01001E+11,영등포구,0.039,0.001,0.6,0.008,34,19
465,2.01001E+11,영등포구,0.044,0,0.6,0.009,30,17
466,2.01001E+11,영등포구,0.043,0.002,0.6,0.011,28,15
467,2.01001E+11,영등포구,0.034,0.008,0.5,0.012,26,12
468,2.01001E+11,영등포구,0.036,0.009,0.6,0.012,28,10
469,2.01001E+11,영등포구,0.033,0.011,0.5,0.01,35,17
470,2.01001E+11,영등포구,0.032,0.013,0.5,0.011,25,16
471,2.01001E+11,영등포구,0.04,0.013,0.6,0.012,33,14
472,2.01001E+11,영등포구,0.037,0.01,0.5,0.012,33,14
473,2.01001E+11,영등포구,0.042,0.007,0.6,0.011,36,24
474,2.01001E+11,영등포구,0.046,0.003,0.7,0.011,32,19
475,2.01001E+11,영등포구,0.049,0.001,0.7,0.009,33,20
476,2.01001E+11,영등포구,0.052,0.001,0.7,0.01,33,16
477,2.01001E+11,영등포구,0.051,0,0.7,0.01,34,17
478,2.01001E+11,영등포구,0.049,0.001,0.7,0.01,28,32
479,2.01001E+11,영등포구,0.046,0,0.6,0.009,41,28
480,2.01001E+11,영등포구,0.045,0,0.6,0.009,40,26
481,2.01001E+11,"용산구,0.033",0.007,0.3,0.009,32,14,NA
482,2.01001E+11,"용산구,0.026",0.011,0.3,0.009,38,24,NA
483,2.01001E+11,"용산구,0.026",0.009,0.3,0.011,49,30,NA
484,2.01001E+11,"용산구,0.035",0.003,0.4,0.01,31,18,NA
485,2.01001E+11,"용산구,0.035",0.003,0.3,0.01,29,18,NA
486,2.01001E+11,"용산구,0.035",0.002,0.4,0.009,30,18,NA
487,2.01001E+11,"용산구,0.037",0.002,0.4,0.008,30,17,NA
488,2.01001E+11,"용산구,0.038",0.002,0.4,0.009,29,17,NA
489,2.01001E+11,"용산구,0.037",0.003,0.4,0.009,29,21,NA
490,2.01001E+11,"용산구,0.028",0.011,0.3,0.011,30,12,NA
491,2.01001E+11,"용산구,0.031",0.011,0.4,0.011,28,10,NA
492,2.01001E+11,"용산구,0.036",0.011,0.5,0.013,39,23,NA
493,2.01001E+11,"용산구,0.031",0.014,0.4,0.013,36,27,NA
494,2.01001E+11,"용산구,0.026",0.018,0.4,0.013,27,12,NA
495,2.01001E+11,"용산구,0.029",0.015,0.4,0.012,34,19,NA
496,2.01001E+11,"용산구,0.032",0.015,0.4,0.012,30,16,NA
497,2.01001E+11,"용산구,0.038",0.01,0.5,0.012,32,21,NA
498,2.01001E+11,"용산구,0.042",0.006,0.5,0.013,37,21,NA
499,2.01001E+11,"용산구,0.048",0.002,0.5,0.012,33,20,NA
500,2.01001E+11,"용산구,0.048",0.002,0.4,0.012,29,16,NA
501,2.01001E+11,"용산구,0.049",0.002,0.5,0.013,29,14,NA
502,2.01001E+11,"용산구,0.045",0.002,0.4,0.012,43,28,NA
503,2.01001E+11,"용산구,0.044",0.002,0.3,0.011,44,27,NA
504,2.01001E+11,"용산구,0.044",0.002,0.3,0.011,41,26,NA
505,2.01001E+11,은평구,0.018,0.023,0.9,0.006,31,17
506,2.01001E+11,은평구,0.015,0.026,0.9,0.007,26,19
507,2.01001E+11,은평구,0.018,0.023,0.9,0.007,25,15
508,2.01001E+11,은평구,0.032,0.011,1.1,0.008,26,15
509,2.01001E+11,은평구,0.025,0.016,1,0.009,24,20
510,2.01001E+11,은평구,0.025,0.011,1,0.006,30,21
511,2.01001E+11,은평구,0.028,0.007,1,0.006,34,20
512,2.01001E+11,은평구,0.036,0.003,1.1,0.006,28,21
513,2.01001E+11,은평구,0.04,0.003,1.2,0.006,29,17
514,2.01001E+11,은평구,0.039,0.006,1.2,0.007,36,24
515,2.01001E+11,은평구,0.034,0.011,1.1,0.008,18,20
516,2.01001E+11,은평구,0.032,0.014,1.1,0.008,25,14
517,2.01001E+11,은평구,0.035,0.014,1.1,0.008,25,15
518,2.01001E+11,은평구,0.032,0.017,1.1,0.008,17,12
519,2.01001E+11,은평구,0.03,0.017,1.1,0.008,20,16
520,2.01001E+11,은평구,0.033,0.016,1.1,0.008,26,19
521,2.01001E+11,은평구,0.046,0.008,1.3,0.008,34,22
522,2.01001E+11,은평구,0.049,0.005,1.3,0.007,41,24
523,2.01001E+11,은평구,0.052,0.003,1.4,0.007,33,28
524,2.01001E+11,은평구,0.048,0.003,1.2,0.007,31,19
525,2.01001E+11,은평구,0.043,0.004,1.1,0.007,20,17
526,2.01001E+11,은평구,0.039,0.005,1,0.007,35,11
527,2.01001E+11,은평구,0.036,0.007,1,0.007,38,30
528,2.01001E+11,은평구,0.038,0.006,1.1,0.007,38,26
529,2.01001E+11,"종로구,0.019",0.021,0.4,0.007,24,8,NA
530,2.01001E+11,"종로구,0.019",0.022,0.4,0.007,17,10,NA
531,2.01001E+11,"종로구,0.028",0.013,0.6,0.007,34,12,NA
532,2.01001E+11,"종로구,0.028",0.012,0.5,0.008,27,11,NA
533,2.01001E+11,"종로구,0.032",0.008,0.5,0.007,25,16,NA
534,2.01001E+11,"종로구,0.028",0.012,0.5,0.008,32,14,NA
535,2.01001E+11,"종로구,0.033",0.008,0.7,0.008,22,17,NA
536,2.01001E+11,"종로구,0.045",0.004,1.2,0.008,31,15,NA
537,2.01001E+11,"종로구,0.041",0.005,0.8,0.008,29,11,NA
538,2.01001E+11,"종로구,0.037",0.009,0.7,0.009,41,12,NA
539,2.01001E+11,"종로구,0.034",0.015,1,0.009,38,26,NA
540,2.01001E+11,"종로구,0.033",0.015,0.8,0.009,35,16,NA
541,2.01001E+11,"종로구,0.029",0.02,0.7,0.007,35,7,NA
542,2.01001E+11,"종로구,0.034",0.018,0.8,0.008,32,10,NA
543,2.01001E+11,"종로구,0.035",0.017,0.7,0.008,38,16,NA
544,2.01001E+11,"종로구,0.039",0.016,0.9,0.008,36,18,NA
545,2.01001E+11,"종로구,0.04",0.013,0.8,0.007,35,13,NA
546,2.01001E+11,"종로구,0.046",0.009,0.8,0.008,54,22,NA
547,2.01001E+11,"종로구,0.053",0.005,1.2,0.008,49,29,NA
548,2.01001E+11,"종로구,0.049",0.005,0.9,0.008,38,22,NA
549,2.01001E+11,"종로구,0.046",0.005,0.8,0.008,40,10,NA
550,2.01001E+11,"종로구,0.051",0.005,1.2,0.008,46,15,NA
551,2.01001E+11,"종로구,0.044",0.005,0.7,0.007,42,15,NA
552,2.01001E+11,"종로구,0.042",0.005,0.7,0.007,39,18,NA
553,2.01001E+11,중구,0.021,0.016,0.5,0.006,27,21
554,2.01001E+11,중구,0.015,0.022,0.4,0.007,29,14
555,2.01001E+11,중구,0.023,0.015,0.5,0.007,22,15
556,2.01001E+11,중구,0.035,0.005,0.7,0.007,29,16
557,2.01001E+11,중구,0.035,0.004,0.7,0.006,30,20
558,2.01001E+11,중구,0.036,0.003,0.6,0.007,35,18
559,2.01001E+11,중구,0.04,0.003,0.7,0.007,30,21
560,2.01001E+11,중구,0.042,0.002,0.8,0.007,35,19
561,2.01001E+11,중구,0.044,0.003,0.8,0.008,34,21
562,2.01001E+11,중구,0.04,0.005,0.8,0.008,33,19
563,2.01001E+11,중구,0.035,0.008,0.7,0.008,29,17
564,2.01001E+11,중구,0.037,0.009,0.8,0.008,32,22
565,2.01001E+11,중구,0.036,0.01,0.8,0.007,32,18
566,2.01001E+11,중구,0.039,0.009,0.9,0.008,23,16
567,2.01001E+11,중구,0.038,0.009,0.8,0.007,35,24
568,2.01001E+11,중구,0.041,0.008,0.8,0.007,38,23
569,2.01001E+11,중구,0.044,0.006,0.8,0.007,33,19
570,2.01001E+11,중구,0.047,0.004,0.9,0.007,32,21
571,2.01001E+11,중구,0.05,0.003,1,0.007,33,20
572,2.01001E+11,중구,0.05,0.003,1,0.007,33,20
573,2.01001E+11,중구,0.048,0.003,0.9,0.007,33,21
574,2.01001E+11,중구,0.045,0.003,0.9,0.007,40,20
575,2.01001E+11,중구,0.045,0.002,0.9,0.007,47,29
576,2.01001E+11,중구,0.042,0.002,0.9,0.007,40,29
577,2.01001E+11,"중랑구,0.03",0.011,0.3,0.006,26,19,NA
578,2.01001E+11,"중랑구,0.026",0.012,0.3,0.005,28,18,NA
579,2.01001E+11,"중랑구,0.019",0.017,0.4,0.006,28,20,NA
580,2.01001E+11,"중랑구,0.013",0.021,0.3,0.006,30,20,NA
581,2.01001E+11,"중랑구,0.009",0.023,0.3,0.006,29,18,NA
582,2.01001E+11,"중랑구,0.008",0.024,0.3,0.007,28,15,NA
583,2.01001E+11,"중랑구,0.013",0.02,0.3,0.007,30,20,NA
584,2.01001E+11,"중랑구,0.027",0.011,0.4,0.007,31,13,NA
585,2.01001E+11,"중랑구,0.035",0.006,0.5,0.007,32,20,NA
586,2.01001E+11,"중랑구,0.033",0.008,0.6,0.007,32,22,NA
587,2.01001E+11,"중랑구,0.043",0.006,0.7,0.007,37,23,NA
588,2.01001E+11,"중랑구,0.035",0.01,0.5,0.007,37,21,NA
589,2.01001E+11,"중랑구,0.03",0.014,0.5,0.006,39,27,NA
590,2.01001E+11,"중랑구,0.025",0.018,0.4,0.006,28,12,NA
591,2.01001E+11,"중랑구,0.024",0.018,0.4,0.006,24,18,NA
592,2.01001E+11,"중랑구,0.029",0.014,0.4,0.007,24,12,NA
593,2.01001E+11,"중랑구,0.031",0.012,0.4,0.006,32,17,NA
594,2.01001E+11,"중랑구,0.038",0.008,0.4,0.006,39,24,NA
595,2.01001E+11,"중랑구,0.042",0.004,0.4,0.006,39,22,NA
596,2.01001E+11,"중랑구,0.045",0.003,0.5,0.006,29,17,NA
597,2.01001E+11,"중랑구,0.034",0.006,0.4,0.006,32,23,NA
598,2.01001E+11,"중랑구,0.035",0.005,0.4,0.006,42,31,NA
599,2.01001E+11,"중랑구,0.029",0.008,0.3,0.006,43,30,NA
600,2.01001E+11,"중랑구,0.027",0.009,0.3,0.006,40,30,NA
601,2.01001E+11,"강남구,0.032",0.006,0.4,0.006,39,30,NA
602,2.01001E+11,"강남구,0.028",0.009,0.4,0.007,39,28,NA
603,2.01001E+11,"강남구,0.025",0.01,0.4,0.006,37,26,NA
604,2.01001E+11,"강남구,0.021",0.013,0.4,0.006,38,30,NA
605,2.01001E+11,"강남구,0.021",0.013,0.4,0.005,40,25,NA
606,2.01001E+11,"강남구,0.021",0.013,0.4,0.005,43,29,NA
607,2.01001E+11,"강남구,0.025",0.01,0.4,0.006,39,26,NA
608,2.01001E+11,"강남구,0.027",0.009,0.4,0.006,41,30,NA
609,2.01001E+11,"강남구,0.033",0.007,0.5,0.006,40,22,NA
610,2.01001E+11,"강남구,0.044",0.002,0.6,0.005,46,29,NA
611,2.01001E+11,"강남구,0.042",0.003,0.6,0.006,44,27,NA
612,2.01001E+11,"강남구,0.043",0.004,0.7,0.005,47,25,NA
613,2.01001E+11,"강남구,0.039",0.004,0.7,0.005,42,27,NA
614,2.01001E+11,"강남구,0.04",0.005,0.8,0.006,39,27,NA
615,2.01001E+11,"강남구,0.045",0.006,0.8,0.006,42,29,NA
616,2.01001E+11,"강남구,0.051",0.005,0.9,0.007,47,31,NA
617,2.01001E+11,"강남구,0.041",0.008,0.6,0.008,55,38,NA
618,2.01001E+11,"강남구,0.046",0.007,0.7,0.01,68,39,NA
619,2.01001E+11,"강남구,0.042",0.011,0.7,0.015,75,44,NA
620,2.01001E+11,"강남구,0.046",0.009,0.8,0.014,102,52,NA
621,2.01001E+11,"강남구,0.047",0.008,0.7,0.013,99,45,NA
622,2.01001E+11,"강남구,0.044",0.009,0.7,0.012,85,49,NA
623,2.01001E+11,"강남구,0.04",0.011,0.7,0.01,83,52,NA
624,2.01001E+11,"강남구,0.037",0.011,0.6,0.008,77,49,NA
625,2.01001E+11,"강동구,0.027",0.008,0.3,0.009,33,21,NA
626,2.01001E+11,"강동구,0.026",0.009,0.3,0.009,37,28,NA
627,2.01001E+11,"강동구,0.024",0.01,0.3,0.009,31,30,NA
628,2.01001E+11,"강동구,0.02",0.014,0.2,0.008,34,28,NA
629,2.01001E+11,"강동구,0.018",0.014,0.3,0.008,38,27,NA
630,2.01001E+11,"강동구,0.018",0.015,0.2,0.009,35,25,NA
631,2.01001E+11,"강동구,0.018",0.016,0.2,0.009,31,23,NA
632,2.01001E+11,"강동구,0.02",0.014,0.3,0.007,33,21,NA
633,2.01001E+11,"강동구,0.029",0.007,0.3,0.009,34,29,NA
634,2.01001E+11,"강동구,0.03",0.006,0.4,0.008,42,31,NA
635,2.01001E+11,"강동구,0.027",0.008,0.4,0.008,38,31,NA
636,2.01001E+11,"강동구,0.029",0.006,0.4,0.008,43,39,NA
637,2.01001E+11,"강동구,0.025",0.008,0.4,0.008,42,31,NA
638,2.01001E+11,"강동구,0.026",0.009,0.4,0.008,45,34,NA
639,2.01001E+11,"강동구,0.023",0.014,0.3,0.01,45,38,NA
640,2.01001E+11,"강동구,0.035",0.009,0.5,0.01,48,37,NA
641,2.01001E+11,"강동구,0.042",0.005,0.6,0.011,57,44,NA
642,2.01001E+11,"강동구,0.041",0.006,0.5,0.012,56,40,NA
643,2.01001E+11,"강동구,0.039",0.008,0.4,0.013,64,45,NA
644,2.01001E+11,"강동구,0.034",0.014,0.4,0.016,69,42,NA
645,2.01001E+11,"강동구,0.035",0.014,0.4,0.016,59,36,NA
646,2.01001E+11,"강동구,0.033",0.014,0.4,0.014,53,36,NA
647,2.01001E+11,"강동구,0.027",0.019,0.4,0.012,51,34,NA
648,2.01001E+11,"강동구,0.024",0.02,0.4,0.011,46,31,NA
649,2.01001E+11,"강북구,0.033",0.008,0.6,0.007,34,25,NA
650,2.01001E+11,"강북구,0.03",0.011,0.5,0.008,36,26,NA
651,2.01001E+11,"강북구,0.027",0.012,0.5,0.007,36,25,NA
652,2.01001E+11,"강북구,0.026",0.012,0.5,0.008,35,31,NA
653,2.01001E+11,"강북구,0.028",0.01,0.6,0.007,34,33,NA
654,2.01001E+11,"강북구,0.025",0.014,0.5,0.007,39,28,NA
655,2.01001E+11,"강북구,0.028",0.01,0.5,0.008,39,26,NA
656,2.01001E+11,"강북구,0.033",0.009,0.5,0.008,40,27,NA
657,2.01001E+11,"강북구,0.04",0.006,0.6,0.007,36,27,NA
658,2.01001E+11,"강북구,0.044",0.004,0.7,0.008,45,32,NA
659,2.01001E+11,"강북구,0.039",0.006,0.7,0.008,48,32,NA
660,2.01001E+11,"강북구,0.034",0.008,0.7,0.008,47,35,NA
661,2.01001E+11,"강북구,0.036",0.008,0.7,0.007,46,27,NA
662,2.01001E+11,"강북구,0.037",0.012,0.8,0.008,43,38,NA
663,2.01001E+11,"강북구,0.038",0.014,0.7,0.01,41,29,NA
664,2.01001E+11,"강북구,0.032",0.018,0.6,0.01,43,28,NA
665,2.01001E+11,"강북구,0.037",0.017,0.7,0.012,54,34,NA
666,2.01001E+11,"강북구,0.034",0.021,0.7,0.014,70,44,NA
667,2.01001E+11,"강북구,0.033",0.022,0.7,0.014,65,43,NA
668,2.01001E+11,"강북구,0.043",0.016,0.9,0.016,75,43,NA
669,2.01001E+11,"강북구,0.037",0.021,0.7,0.014,54,32,NA
670,2.01001E+11,"강북구,0.035",0.022,0.7,0.012,54,26,NA
671,2.01001E+11,"강북구,0.028",0.025,0.6,0.01,43,28,NA
672,2.01001E+11,"강북구,0.028",0.025,0.6,0.01,54,30,NA
673,2.01001E+11,"강서구,0.044",0.001,0.5,0.007,42,26,NA
674,2.01001E+11,"강서구,0.043",0.001,0.5,0.007,33,25,NA
675,2.01001E+11,"강서구,0.041",0.001,0.5,0.007,41,24,NA
676,2.01001E+11,"강서구,0.038",0.002,0.5,0.007,33,26,NA
677,2.01001E+11,"강서구,0.035",0.003,0.4,0.006,36,24,NA
678,2.01001E+11,"강서구,0.035",0.003,0.5,0.006,31,20,NA
679,2.01001E+11,"강서구,0.037",0.002,0.5,0.005,33,25,NA
680,2.01001E+11,"강서구,0.039",0.001,0.4,0.005,37,20,NA
681,2.01001E+11,"강서구,0.042",0.001,0.5,0.006,37,22,NA
682,2.01001E+11,"강서구,0.037",0.001,0.5,0.005,37,22,NA
683,2.01001E+11,"강서구,0.034",0.002,0.6,0.006,43,30,NA
684,2.01001E+11,"강서구,0.035",0.002,0.6,0.005,39,28,NA
685,2.01001E+11,"강서구,0.035",0.004,0.6,0.007,43,29,NA
686,2.01001E+11,"강서구,0.032",0.007,0.6,0.008,47,31,NA
687,2.01001E+11,"강서구,0.031",0.01,0.5,0.008,41,30,NA
688,2.01001E+11,"강서구,0.029",0.012,0.4,0.008,38,27,NA
689,2.01001E+11,"강서구,0.023",0.022,0.4,0.01,35,25,NA
690,2.01001E+11,"강서구,0.03",0.019,0.5,0.014,80,47,NA
691,2.01001E+11,"강서구,0.034",0.016,0.5,0.014,84,51,NA
692,2.01001E+11,"강서구,0.042",0.009,0.6,0.011,111,47,NA
693,2.01001E+11,"강서구,0.045",0.006,0.6,0.011,100,49,NA
694,2.01001E+11,"강서구,0.032",0.016,0.5,0.01,79,48,NA
695,2.01001E+11,"강서구,0.027",0.019,0.5,0.008,78,47,NA
696,2.01001E+11,"강서구,0.022",0.022,0.5,0.007,68,40,NA
697,2.01001E+11,관악구,0.042,0.001,0.9,0.006,47,32
698,2.01001E+11,관악구,0.039,0.002,1,0.006,45,32
699,2.01001E+11,관악구,0.035,0.003,0.8,0.006,38,26
700,2.01001E+11,관악구,0.033,0.004,0.7,0.006,43,31
701,2.01001E+11,관악구,0.033,0.004,0.7,0.005,41,21
702,2.01001E+11,관악구,0.035,0.003,0.7,0.005,39,23
703,2.01001E+11,관악구,0.036,0.003,0.8,0.005,37,25
704,2.01001E+11,관악구,0.036,0.003,0.6,0.005,39,25
705,2.01001E+11,관악구,0.038,0.002,0.6,0.005,38,24
706,2.01001E+11,관악구,0.042,0.001,0.7,0.005,43,27
707,2.01001E+11,관악구,0.042,0.002,0.8,0.005,40,25
708,2.01001E+11,관악구,0.041,0.002,0.8,0.005,46,27
709,2.01001E+11,관악구,0.04,0.003,0.8,0.005,41,29
710,2.01001E+11,관악구,0.039,0.005,1,0.005,40,23
711,2.01001E+11,관악구,0.039,0.006,0.8,0.006,47,30
712,2.01001E+11,관악구,0.034,0.008,0.7,0.006,48,32
713,2.01001E+11,관악구,0.034,0.009,0.7,0.007,49,35
714,2.01001E+11,관악구,0.033,0.013,0.8,0.014,64,41
715,2.01001E+11,관악구,0.033,0.014,0.8,0.015,107,57
716,2.01001E+11,관악구,0.039,0.009,0.8,0.014,118,52
717,2.01001E+11,관악구,0.042,0.007,0.9,0.011,113,56
718,2.01001E+11,관악구,0.039,0.009,0.8,0.01,100,64
719,2.01001E+11,관악구,0.038,0.009,0.8,0.008,96,58
720,2.01001E+11,관악구,0.025,0.016,0.7,0.006,81,50
721,2.01001E+11,"광진구,0.032",0.005,0.4,0.006,32,27,NA
722,2.01001E+11,"광진구,0.026",0.009,0.4,0.005,39,20,NA
723,2.01001E+11,"광진구,0.022",0.014,0.4,0.005,35,26,NA
724,2.01001E+11,"광진구,0.025",0.011,0.4,0.006,34,21,NA
725,2.01001E+11,"광진구,0.021",0.014,0.4,0.004,35,26,NA
726,2.01001E+11,"광진구,0.025",0.012,0.4,0.005,35,19,NA
727,2.01001E+11,"광진구,0.024",0.012,0.4,0.005,30,24,NA
728,2.01001E+11,"광진구,0.025",0.011,0.4,0.005,33,20,NA
729,2.01001E+11,"광진구,0.024",0.014,0.4,0.005,33,21,NA
730,2.01001E+11,"광진구,0.022",0.015,0.4,0.005,33,21,NA
731,2.01001E+11,"광진구,0.023",0.015,0.4,0.005,31,22,NA
732,2.01001E+11,"광진구,0.027",0.012,0.5,0.005,31,20,NA
733,2.01001E+11,"광진구,0.032",0.007,0.6,0.005,35,24,NA
734,2.01001E+11,"광진구,0.033",0.009,0.7,0.005,33,28,NA
735,2.01001E+11,"광진구,0.034",0.012,0.7,0.007,33,24,NA
736,2.01001E+11,"광진구,0.044",0.009,0.9,0.007,38,28,NA
737,2.01001E+11,"광진구,0.045",0.007,0.9,0.007,49,34,NA
738,2.01001E+11,"광진구,0.041",0.008,0.7,0.008,54,34,NA
739,2.01001E+11,"광진구,0.04",0.01,0.7,0.009,63,41,NA
740,2.01001E+11,"광진구,0.029",0.02,0.7,0.012,75,48,NA
741,2.01001E+11,"광진구,0.028",0.023,0.6,0.012,72,57,NA
742,2.01001E+11,"광진구,0.029",0.021,0.7,0.011,77,55,NA
743,2.01001E+11,"광진구,0.023",0.026,0.6,0.009,71,51,NA
744,2.01001E+11,"광진구,0.024",0.023,0.6,0.007,63,40,NA
745,2.01001E+11,"구로구,0.044",0.001,0.8,0.005,41,31,NA
