MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201101210000,강남구,0.059,0.002,0.5,0.006,49.0,23.0
201101210100,강남구,0.059,0.002,0.5,0.006,58.0,35.0
201101210200,강남구,0.039,0.008,0.4,0.006,56.0,34.0
201101210300,강남구,0.025,0.014,0.3,0.006,56.0,29.0
201101210400,강남구,0.024,0.014,0.3,0.005,40.0,18.0
201101210500,강남구,0.029,0.011,0.4,0.005,36.0,19.0
201101210600,강남구,0.052,0.002,0.5,0.005,45.0,27.0
201101210700,강남구,0.051,0.002,0.5,0.006,43.0,24.0
201101210800,강남구,0.065,0.002,0.7,0.006,46.0,25.0
201101210900,강남구,0.065,0.002,0.8,0.006,45.0,27.0
201101211000,강남구,0.071,0.003,1.0,0.007,65.0,39.0
201101211100,강남구,0.064,0.005,0.9,0.008,65.0,35.0
201101211200,강남구,0.04,0.01,0.5,0.009,45.0,25.0
201101211300,강남구,0.039,0.011,0.5,0.009,38.0,15.0
201101211400,강남구,0.042,0.011,0.5,0.008,48.0,30.0
201101211500,강남구,0.036,0.013,0.4,0.008,55.0,30.0
201101211600,강남구,0.036,0.013,0.3,0.007,38.0,17.0
201101211700,강남구,0.041,0.011,0.3,0.006,45.0,18.0
201101211800,강남구,0.043,0.009,0.4,0.006,44.0,13.0
201101211900,강남구,0.049,0.006,0.4,0.006,42.0,16.0
201101212000,강남구,0.054,0.003,0.5,0.006,41.0,17.0
201101212100,강남구,0.052,0.004,0.4,0.006,35.0,14.0
201101212200,강남구,0.054,0.003,0.4,0.006,38.0,22.0
201101212300,강남구,0.056,0.002,0.5,0.006,39.0,19.0
201101210000,강동구,0.046,0.003,1.0,0.006,50.0,33.0
201101210100,강동구,0.046,0.003,1.0,0.006,55.0,38.0
201101210200,강동구,0.045,0.003,0.8,0.006,52.0,33.0
201101210300,강동구,0.043,0.003,0.9,0.005,52.0,28.0
201101210400,강동구,0.039,0.003,0.8,0.005,55.0,29.0
201101210500,강동구,0.034,0.007,0.7,0.004,52.0,28.0
201101210600,강동구,0.041,0.003,0.8,0.002,51.0,26.0
201101210700,강동구,0.04,0.004,1.1,0.002,57.0,33.0
201101210800,강동구,0.044,0.004,1.1,0.002,59.0,35.0
201101210900,강동구,0.049,0.005,1.2,0.002,64.0,40.0
201101211000,강동구,0.042,0.007,1.2,0.0,70.0,45.0
201101211100,강동구,0.034,0.013,0.9,0.0,63.0,36.0
201101211200,강동구,0.0,0.0,0.0,0.0,55.0,25.0
201101211300,강동구,0.031,0.016,0.8,0.006,50.0,18.0
201101211400,강동구,0.029,0.017,0.8,0.008,52.0,22.0
201101211500,강동구,0.028,0.018,0.8,0.008,53.0,34.0
201101211600,강동구,0.027,0.019,0.7,0.007,53.0,41.0
201101211700,강동구,0.027,0.019,0.6,0.007,48.0,29.0
201101211800,강동구,0.023,0.022,0.6,0.006,46.0,20.0
201101211900,강동구,0.031,0.014,0.6,0.006,34.0,23.0
201101212000,강동구,0.039,0.006,0.6,0.006,34.0,18.0
201101212100,강동구,0.04,0.004,0.6,0.006,34.0,26.0
201101212200,강동구,0.041,0.004,0.6,0.006,34.0,20.0
201101212300,강동구,0.042,0.002,0.7,0.007,29.0,21.0
201101210000,강북구,0.054,0.003,0.8,0.006,34.0,25.0
201101210100,강북구,0.056,0.002,0.9,0.006,43.0,26.0
201101210200,강북구,0.05,0.003,0.8,0.006,41.0,26.0
201101210300,강북구,0.039,0.008,0.7,0.006,35.0,26.0
201101210400,강북구,0.042,0.004,0.7,0.005,45.0,33.0
201101210500,강북구,0.044,0.004,0.7,0.005,43.0,24.0
201101210600,강북구,0.05,0.002,0.9,0.005,47.0,37.0
201101210700,강북구,0.052,0.002,0.9,0.006,43.0,32.0
201101210800,강북구,0.054,0.002,0.9,0.006,50.0,31.0
201101210900,강북구,0.057,0.003,1.3,0.006,48.0,36.0
201101211000,강북구,0.052,0.005,1.0,0.006,54.0,38.0
201101211100,강북구,0.057,0.006,1.2,0.007,58.0,39.0
201101211200,강북구,0.041,0.012,0.7,0.008,49.0,35.0
201101211300,강북구,0.03,0.019,0.5,0.007,38.0,28.0
201101211400,강북구,0.019,0.027,0.4,0.007,29.0,18.0
201101211500,강북구,0.0,0.0,0.0,0.0,0.0,4.0
201101211600,강북구,0.018,0.028,0.4,0.005,28.0,20.0
201101211700,강북구,0.019,0.027,0.4,0.005,28.0,18.0
201101211800,강북구,0.022,0.024,0.4,0.005,29.0,20.0
201101211900,강북구,0.03,0.017,0.4,0.005,26.0,19.0
201101212000,강북구,0.039,0.009,0.5,0.004,24.0,15.0
201101212100,강북구,0.037,0.01,0.5,0.005,32.0,15.0
201101212200,강북구,0.027,0.017,0.4,0.005,22.0,12.0
201101212300,강북구,0.039,0.01,0.5,0.004,25.0,16.0
201101210000,강서구,0.054,0.009,0.7,0.009,69.0,40.0
201101210100,강서구,0.045,0.009,0.6,0.007,61.0,38.0
201101210200,강서구,0.033,0.01,0.4,0.007,48.0,25.0
201101210300,강서구,0.04,0.009,0.6,0.007,43.0,24.0
201101210400,강서구,0.025,0.012,0.5,0.008,49.0,29.0
201101210500,강서구,0.025,0.012,0.5,0.008,38.0,29.0
201101210600,강서구,0.032,0.01,0.5,0.008,42.0,24.0
201101210700,강서구,0.046,0.008,0.7,0.008,46.0,26.0
201101210800,강서구,0.051,0.007,0.8,0.008,46.0,25.0
201101210900,강서구,0.047,0.008,0.8,0.009,44.0,26.0
201101211000,강서구,0.0,0.0,0.0,0.0,57.0,30.0
201101211100,강서구,0.037,0.009,0.6,0.01,44.0,22.0
201101211200,강서구,0.03,0.01,0.5,0.009,53.0,33.0
201101211300,강서구,0.017,0.012,0.4,0.01,48.0,28.0
201101211400,강서구,0.018,0.014,0.4,0.008,37.0,17.0
201101211500,강서구,0.019,0.014,0.4,0.008,40.0,24.0
201101211600,강서구,0.018,0.014,0.4,0.007,37.0,18.0
201101211700,강서구,0.019,0.014,0.4,0.007,36.0,20.0
201101211800,강서구,0.031,0.011,0.4,0.007,46.0,25.0
201101211900,강서구,0.047,0.007,0.5,0.009,49.0,20.0
201101212000,강서구,0.048,0.006,0.4,0.01,33.0,18.0
201101212100,강서구,0.048,0.009,0.4,0.01,39.0,17.0
201101212200,강서구,0.048,0.006,0.4,0.009,37.0,17.0
201101212300,강서구,0.061,0.006,0.7,0.009,35.0,23.0
201101210000,관악구,0.044,0.008,0.7,0.005,57.0,29.0
201101210100,관악구,0.047,0.004,0.7,0.005,56.0,34.0
201101210200,관악구,0.042,0.006,0.6,0.005,55.0,30.0
201101210300,관악구,0.038,0.008,0.6,0.004,45.0,24.0
