MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201603150000,강남구,0.029,0.026,0.4,0.004,41.0,24.0
201603150100,강남구,0.029,0.025,0.4,0.005,45.0,20.0
201603150200,강남구,0.025,0.029,0.4,0.004,45.0,20.0
201603150300,강남구,0.026,0.026,0.4,0.005,40.0,26.0
201603150400,강남구,0.027,0.025,0.4,0.005,40.0,18.0
201603150500,강남구,0.032,0.02,0.4,0.004,39.0,20.0
201603150600,강남구,0.045,0.01,0.5,0.004,37.0,19.0
201603150700,강남구,0.058,0.002,0.7,0.004,43.0,23.0
201603150800,강남구,0.063,0.003,0.9,0.005,55.0,25.0
201603150900,강남구,0.062,0.004,0.8,0.005,53.0,23.0
201603151000,강남구,0.056,0.011,0.6,0.006,45.0,24.0
201603151100,강남구,0.05,0.022,0.6,0.007,47.0,19.0
201603151200,강남구,0.047,0.026,0.6,0.006,62.0,29.0
201603151300,강남구,0.037,0.041,0.5,0.007,70.0,26.0
201603151400,강남구,0.043,0.036,0.5,0.009,81.0,29.0
201603151500,강남구,0.054,0.028,0.5,0.008,93.0,34.0
201603151600,강남구,0.061,0.025,0.5,0.009,116.0,40.0
201603151700,강남구,0.057,0.028,0.5,0.009,99.0,35.0
201603151800,강남구,0.054,0.029,0.5,0.007,89.0,32.0
201603151900,강남구,0.069,0.012,0.6,0.009,83.0,31.0
201603152000,강남구,0.074,0.003,0.6,0.007,81.0,27.0
201603152100,강남구,0.068,0.003,0.6,0.007,82.0,28.0
201603152200,강남구,0.067,0.003,0.6,0.006,68.0,29.0
201603152300,강남구,0.065,0.003,0.5,0.007,64.0,31.0
201603150000,강동구,0.046,0.01,0.5,0.004,44.0,25.0
201603150100,강동구,0.048,0.007,0.6,0.004,52.0,26.0
201603150200,강동구,0.053,0.004,0.6,0.003,52.0,31.0
201603150300,강동구,0.031,0.016,0.5,0.004,52.0,24.0
201603150400,강동구,0.043,0.008,0.6,0.004,46.0,20.0
201603150500,강동구,0.054,0.002,0.9,0.003,53.0,0.0
201603150600,강동구,0.049,0.002,0.8,0.003,58.0,28.0
201603150700,강동구,0.047,0.002,0.8,0.003,55.0,28.0
201603150800,강동구,0.053,0.002,1.0,0.004,53.0,29.0
201603150900,강동구,0.061,0.003,1.0,0.004,63.0,28.0
201603151000,강동구,0.064,0.004,1.0,0.005,78.0,37.0
201603151100,강동구,0.062,0.006,0.8,0.006,60.0,36.0
201603151200,강동구,0.055,0.011,0.7,0.005,57.0,32.0
201603151300,강동구,0.049,0.017,0.6,0.007,62.0,34.0
201603151400,강동구,0.039,0.025,0.6,0.007,79.0,39.0
201603151500,강동구,0.034,0.028,0.5,0.007,78.0,39.0
201603151600,강동구,0.053,0.019,0.6,0.007,91.0,43.0
201603151700,강동구,0.059,0.019,0.6,0.009,104.0,48.0
201603151800,강동구,0.056,0.022,0.6,0.008,94.0,40.0
201603151900,강동구,0.057,0.019,0.6,0.007,90.0,39.0
201603152000,강동구,0.064,0.012,0.6,0.006,76.0,34.0
201603152100,강동구,0.073,0.002,0.6,0.005,70.0,26.0
201603152200,강동구,0.07,0.002,0.6,0.005,57.0,22.0
201603152300,강동구,0.07,0.002,0.6,0.006,55.0,17.0
201603150000,강북구,0.036,0.02,0.5,0.004,36.0,23.0
201603150100,강북구,0.028,0.026,0.5,0.004,33.0,20.0
201603150200,강북구,0.032,0.019,0.6,0.004,32.0,19.0
201603150300,강북구,0.037,0.014,0.7,0.004,32.0,17.0
201603150400,강북구,0.043,0.009,0.8,0.004,30.0,17.0
201603150500,강북구,0.044,0.008,0.7,0.004,30.0,18.0
201603150600,강북구,0.052,0.004,0.7,0.004,25.0,16.0
201603150700,강북구,0.062,0.002,0.8,0.004,28.0,17.0
201603150800,강북구,0.062,0.003,1.0,0.004,32.0,17.0
201603150900,강북구,0.065,0.004,1.0,0.004,43.0,25.0
201603151000,강북구,0.064,0.006,0.9,0.004,48.0,31.0
201603151100,강북구,0.059,0.01,0.8,0.004,52.0,34.0
201603151200,강북구,0.055,0.017,0.7,0.005,59.0,38.0
201603151300,강북구,0.037,0.035,0.6,0.006,63.0,39.0
201603151400,강북구,0.032,0.043,0.6,0.008,80.0,42.0
201603151500,강북구,0.028,0.046,0.5,0.007,82.0,43.0
201603151600,강북구,0.036,0.042,0.5,0.007,82.0,41.0
201603151700,강북구,0.038,0.039,0.5,0.008,79.0,40.0
201603151800,강북구,0.038,0.043,0.6,0.007,76.0,42.0
201603151900,강북구,0.038,0.042,0.6,0.007,73.0,41.0
201603152000,강북구,0.038,0.038,0.6,0.007,69.0,39.0
201603152100,강북구,0.047,0.028,0.6,0.008,64.0,39.0
201603152200,강북구,0.051,0.023,0.6,0.007,60.0,33.0
201603152300,강북구,0.046,0.028,0.6,0.006,52.0,31.0
201603150000,강서구,0.024,0.024,0.4,0.005,45.0,17.0
201603150100,강서구,0.02,0.027,0.3,0.004,46.0,4.0
201603150200,강서구,0.015,0.032,0.3,0.005,36.0,21.0
201603150300,강서구,0.018,0.028,0.3,0.005,35.0,18.0
201603150400,강서구,0.02,0.024,0.3,0.005,34.0,14.0
201603150500,강서구,0.026,0.02,0.4,0.005,39.0,24.0
201603150600,강서구,0.029,0.018,0.4,0.005,36.0,18.0
201603150700,강서구,0.04,0.012,0.4,0.005,37.0,18.0
201603150800,강서구,0.064,0.003,0.7,0.005,41.0,20.0
201603150900,강서구,0.056,0.006,0.6,0.007,42.0,22.0
201603151000,강서구,0.046,0.017,0.6,0.009,50.0,23.0
201603151100,강서구,0.036,0.027,0.5,0.009,45.0,19.0
201603151200,강서구,0.044,0.023,0.5,0.007,66.0,22.0
201603151300,강서구,0.05,0.022,0.5,0.007,75.0,32.0
201603151400,강서구,0.048,0.028,0.5,0.009,83.0,34.0
201603151500,강서구,0.032,0.042,0.4,0.007,70.0,22.0
201603151600,강서구,0.025,0.045,0.4,0.007,80.0,28.0
201603151700,강서구,0.028,0.042,0.4,0.007,81.0,28.0
201603151800,강서구,0.038,0.026,0.4,0.007,83.0,24.0
201603151900,강서구,0.045,0.016,0.4,0.006,62.0,23.0
201603152000,강서구,0.035,0.021,0.3,0.005,54.0,19.0
201603152100,강서구,0.043,0.015,0.4,0.007,42.0,15.0
201603152200,강서구,0.038,0.018,0.3,0.005,51.0,17.0
201603152300,강서구,0.041,0.013,0.4,0.005,48.0,12.0
201603150000,관악구,0.023,0.028,0.6,0.004,38.0,26.0
201603150100,관악구,0.011,0.027,0.6,0.004,44.0,29.0
201603150200,관악구,0.019,0.024,0.6,0.004,39.0,25.0
201603150300,관악구,0.023,0.026,0.6,0.005,40.0,28.0
201603150400,관악구,0.011,0.027,0.6,0.004,39.0,23.0
201603150500,관악구,0.024,0.019,0.7,0.004,35.0,21.0
201603150600,관악구,0.042,0.005,0.8,0.005,35.0,22.0
201603150700,관악구,0.025,0.004,0.8,0.006,34.0,22.0
201603150800,관악구,0.044,0.005,1.0,0.007,33.0,23.0
201603150900,관악구,0.044,0.01,0.7,0.008,43.0,26.0
201603151000,관악구,0.022,0.018,0.6,0.008,50.0,33.0
201603151100,관악구,0.031,0.026,0.6,0.008,56.0,36.0
201603151200,관악구,0.031,0.033,0.6,0.008,61.0,37.0
201603151300,관악구,0.022,0.031,0.7,0.009,73.0,45.0
