MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
201102192300,강남구,0.074,0.001,0.7,0.01,88.0,54.0
201102192200,강남구,0.077,0.001,0.7,0.011,89.0,49.0
201102192100,강남구,0.077,0.001,0.7,0.01,77.0,36.0
201102192000,강남구,0.075,0.002,0.6,0.01,67.0,31.0
201102191900,강남구,0.069,0.003,0.5,0.009,59.0,26.0
201102191800,강남구,0.057,0.01,0.4,0.008,71.0,29.0
201102191700,강남구,0.053,0.016,0.4,0.009,74.0,38.0
201102191600,강남구,0.046,0.018,0.3,0.008,68.0,27.0
201102191500,강남구,0.039,0.02,0.3,0.007,58.0,25.0
201102191400,강남구,0.045,0.017,0.4,0.008,55.0,34.0
201102191300,강남구,0.068,0.009,0.7,0.009,104.0,77.0
201102191200,강남구,0.078,0.006,0.9,0.012,109.0,68.0
201102191100,강남구,0.081,0.004,1.0,0.014,126.0,66.0
201102191000,강남구,0.086,0.002,1.1,0.012,128.0,64.0
201102190900,강남구,0.08,0.003,1.1,0.01,123.0,66.0
201102190800,강남구,0.078,0.001,1.0,0.009,113.0,60.0
201102190700,강남구,0.071,0.001,0.9,0.009,134.0,73.0
201102190600,강남구,0.07,0.001,1.3,0.009,130.0,74.0
201102190500,강남구,0.075,0.001,1.0,0.009,113.0,71.0
201102190400,강남구,0.074,0.001,0.8,0.009,99.0,61.0
201102190300,강남구,0.075,0.001,0.8,0.009,99.0,57.0
201102190200,강남구,0.078,0.001,0.8,0.009,100.0,57.0
201102190100,강남구,0.08,0.001,0.8,0.01,106.0,62.0
201102190000,강남구,0.086,0.001,0.8,0.012,108.0,61.0
201102192300,강동구,0.061,0.002,0.9,0.01,67.0,41.0
201102192200,강동구,0.055,0.003,0.8,0.01,65.0,40.0
201102192100,강동구,0.051,0.005,0.7,0.009,49.0,33.0
201102192000,강동구,0.047,0.008,0.7,0.009,51.0,25.0
201102191900,강동구,0.045,0.012,0.6,0.009,65.0,40.0
201102191800,강동구,0.041,0.021,0.7,0.009,64.0,34.0
201102191700,강동구,0.031,0.034,0.7,0.009,50.0,23.0
201102191600,강동구,0.031,0.03,0.9,0.009,54.0,24.0
201102191500,강동구,0.032,0.026,1.0,0.009,58.0,30.0
201102191400,강동구,0.045,0.017,1.2,0.009,72.0,36.0
201102191300,강동구,0.044,0.016,1.4,0.01,84.0,56.0
201102191200,강동구,0.054,0.011,1.6,0.012,101.0,68.0
201102191100,강동구,0.064,0.006,1.7,0.011,116.0,80.0
201102191000,강동구,0.063,0.003,1.6,0.009,99.0,73.0
201102190900,강동구,0.056,0.002,1.5,0.009,91.0,71.0
201102190800,강동구,0.053,0.001,1.5,0.008,89.0,74.0
201102190700,강동구,0.054,0.001,1.5,0.008,87.0,58.0
201102190600,강동구,0.054,0.001,1.4,0.007,89.0,46.0
201102190500,강동구,0.053,0.001,1.3,0.007,92.0,54.0
201102190400,강동구,0.057,0.001,1.4,0.007,99.0,53.0
201102190300,강동구,0.059,0.002,1.4,0.008,104.0,57.0
201102190200,강동구,0.063,0.002,1.4,0.009,116.0,61.0
201102190100,강동구,0.07,0.002,1.3,0.011,106.0,55.0
201102190000,강동구,0.069,0.002,1.2,0.01,95.0,59.0
201102192300,강북구,0.072,0.003,1.0,0.007,74.0,60.0
201102192200,강북구,0.06,0.008,0.8,0.007,58.0,43.0
201102192100,강북구,0.052,0.014,0.7,0.007,50.0,34.0
201102192000,강북구,0.045,0.021,0.5,0.007,42.0,35.0
201102191900,강북구,0.044,0.021,0.5,0.007,51.0,32.0
201102191800,강북구,0.032,0.037,0.4,0.005,50.0,39.0
201102191700,강북구,0.022,0.048,0.3,0.004,45.0,32.0
201102191600,강북구,0.025,0.04,0.3,0.006,33.0,29.0
201102191500,강북구,0.022,0.041,0.3,0.007,38.0,27.0
201102191400,강북구,0.041,0.029,0.6,0.008,60.0,45.0
201102191300,강북구,0.069,0.012,1.2,0.01,89.0,76.0
201102191200,강북구,0.06,0.013,1.0,0.009,87.0,72.0
201102191100,강북구,0.063,0.01,1.1,0.01,102.0,80.0
201102191000,강북구,0.067,0.006,1.4,0.011,105.0,88.0
201102190900,강북구,0.067,0.004,1.4,0.009,92.0,76.0
201102190800,강북구,0.06,0.003,1.2,0.009,95.0,78.0
201102190700,강북구,0.059,0.002,1.1,0.008,87.0,75.0
201102190600,강북구,0.064,0.002,1.3,0.007,76.0,67.0
201102190500,강북구,0.06,0.004,1.1,0.007,70.0,51.0
201102190400,강북구,0.06,0.004,1.0,0.006,72.0,57.0
201102190300,강북구,0.068,0.002,1.1,0.007,78.0,65.0
201102190200,강북구,0.074,0.002,1.1,0.007,90.0,61.0
201102190100,강북구,0.085,0.002,1.2,0.007,76.0,57.0
201102190000,강북구,0.09,0.002,1.6,0.008,83.0,66.0
201102192300,강서구,0.079,0.001,1.0,0.013,90.0,61.0
201102192200,강서구,0.066,0.008,0.9,0.014,99.0,61.0
201102192100,강서구,0.055,0.016,0.8,0.012,89.0,65.0
201102192000,강서구,0.062,0.011,0.8,0.01,80.0,38.0
201102191900,강서구,0.061,0.01,0.6,0.011,64.0,30.0
201102191800,강서구,0.032,0.03,0.4,0.007,45.0,23.0
201102191700,강서구,0.021,0.041,0.3,0.008,53.0,25.0
201102191600,강서구,0.024,0.041,0.4,0.01,64.0,36.0
201102191500,강서구,0.032,0.036,0.4,0.01,57.0,31.0
201102191400,강서구,0.032,0.031,0.4,0.009,50.0,33.0
201102191300,강서구,0.051,0.02,0.5,0.01,73.0,51.0
201102191200,강서구,0.052,0.022,0.7,0.01,78.0,63.0
201102191100,강서구,0.063,0.013,1.0,0.011,131.0,109.0
201102191000,강서구,0.076,0.004,1.5,0.012,133.0,93.0
201102190900,강서구,0.068,0.003,1.4,0.011,122.0,70.0
201102190800,강서구,0.074,0.001,1.3,0.01,114.0,72.0
201102190700,강서구,0.071,0.001,1.4,0.009,124.0,71.0
201102190600,강서구,0.069,0.001,1.4,0.01,125.0,71.0
201102190500,강서구,0.074,0.001,1.5,0.01,118.0,78.0
201102190400,강서구,0.08,0.001,1.3,0.011,111.0,77.0
201102190300,강서구,0.076,0.002,1.0,0.015,114.0,75.0
201102190200,강서구,0.073,0.003,1.0,0.014,116.0,79.0
201102190100,강서구,0.076,0.003,1.0,0.012,110.0,70.0
201102190000,강서구,0.082,0.002,1.0,0.013,105.0,67.0
201102192300,관악구,0.071,0.002,1.3,0.009,106.0,68.0
201102192200,관악구,0.071,0.002,1.3,0.01,111.0,69.0
201102192100,관악구,0.07,0.002,1.2,0.012,93.0,46.0
201102192000,관악구,0.066,0.003,1.0,0.01,78.0,41.0
201102191900,관악구,0.058,0.007,0.8,0.009,70.0,36.0
201102191800,관악구,0.045,0.017,0.6,0.008,58.0,24.0
201102191700,관악구,0.031,0.029,0.5,0.007,59.0,29.0
201102191600,관악구,0.033,0.031,0.5,0.007,71.0,31.0
201102191500,관악구,0.034,0.028,0.5,0.007,67.0,22.0
201102191400,관악구,0.032,0.027,0.5,0.007,72.0,29.0
201102191300,관악구,0.052,0.017,0.9,0.008,103.0,54.0
201102191200,관악구,0.065,0.01,1.2,0.009,93.0,72.0
201102191100,관악구,0.066,0.007,1.3,0.01,124.0,97.0
201102191000,관악구,0.069,0.005,1.5,0.011,131.0,97.0
201102190900,관악구,0.064,0.004,1.4,0.011,132.0,73.0
201102190800,관악구,0.063,0.002,1.3,0.015,138.0,77.0
201102190700,관악구,0.065,0.002,1.4,0.014,140.0,76.0
201102190600,관악구,0.065,0.002,1.3,0.012,145.0,82.0
201102190500,관악구,0.065,0.002,1.2,0.009,110.0,69.0
201102190400,관악구,0.063,0.002,1.1,0.008,112.0,72.0
201102190300,관악구,0.067,0.003,1.1,0.008,107.0,64.0
201102190200,관악구,0.077,0.002,1.3,0.008,107.0,67.0
201102190100,관악구,0.077,0.002,1.3,0.01,109.0,69.0
201102190000,관악구,0.077,0.002,1.4,0.01,120.0,70.0
201102192300,광진구,0.06,0.003,1.2,0.006,76.0,48.0
